symbol,signal_date,score,setup_type,entry_price,rsi,adx,stop_loss,target,reasons,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50
INFY.NS,2021-06-28,3,momentum,1368.99,84.6,52.19649008105152,1334.67,1437.64,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1342.7783203125,2021-07-19,15,-1.91,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-06-28,2,momentum,944.79,41.5,29.66663831349368,909.98,1014.4,Uptrend (above rising SMA50); ADX greater than 25,timeout,950.6520385742188,2021-07-19,15,0.62,True,False,False,False,False,True,False,False
INFY.NS,2021-06-29,3,momentum,1361.37,80.3,54.04306282192983,1328.15,1427.82,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1350.051025390625,2021-07-20,15,-0.83,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-06-29,2,momentum,945.6,41.8,28.754532941458876,912.07,1012.67,Uptrend (above rising SMA50); ADX greater than 25,timeout,948.3195190429688,2021-07-20,15,0.29,True,False,False,False,False,True,False,False
INFY.NS,2021-06-30,3,momentum,1376.83,82.3,55.9470909228085,1343.37,1443.76,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1343.37,2021-07-12,8,-2.43,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-06-30,3,momentum,955.95,45.9,27.535794905094694,923.12,1021.61,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,timeout,960.5029907226562,2021-07-22,15,0.48,True,True,False,False,False,True,False,False
INFY.NS,2021-07-01,2,momentum,1359.07,73.3,56.65546515691709,1325.97,1425.26,Uptrend (above rising SMA50); ADX greater than 25,timeout,1385.2381591796875,2021-07-23,15,1.93,True,False,False,False,False,True,False,False
RELIANCE.NS,2021-07-01,2,momentum,950.2,44.0,26.380477432248988,918.35,1013.9,Uptrend (above rising SMA50); ADX greater than 25,timeout,953.7092895507812,2021-07-23,15,0.37,True,False,False,False,False,True,False,False
INFY.NS,2021-07-02,3,momentum,1365.51,74.4,56.13354205801863,1332.27,1431.99,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1396.952880859375,2021-07-26,15,2.3,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-07-02,5,pullback_sma50,964.28,49.4,25.01890039033131,926.38,1040.09,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Pullback to SMA50 (9d after golden cross),timeout,940.6425170898438,2021-07-26,15,-2.45,True,True,False,False,False,True,False,True
INFY.NS,2021-07-05,3,momentum,1375.22,76.0,55.98776135666511,1342.12,1441.43,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1342.12,2021-07-12,5,-2.41,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-07-05,2,momentum,973.86,52.8,23.29944014328485,943.41,1034.77,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,943.41,2021-07-08,3,-3.13,True,True,False,False,False,False,False,False
INFY.NS,2021-07-06,2,momentum,1360.63,69.1,55.579302362494445,1327.13,1427.64,Uptrend (above rising SMA50); ADX greater than 25,timeout,1398.4334716796875,2021-07-28,15,2.78,True,False,False,False,False,True,False,False
RELIANCE.NS,2021-07-06,2,momentum,962.36,48.6,21.885181048127812,932.63,1021.82,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,932.63,2021-07-27,14,-3.09,True,True,False,False,False,False,False,False
INFY.NS,2021-07-07,2,momentum,1362.72,69.5,54.37484554665675,1329.2,1429.77,Uptrend (above rising SMA50); ADX greater than 25,timeout,1408.3624267578125,2021-07-29,15,3.35,True,False,False,False,False,True,False,False
RELIANCE.NS,2021-07-07,2,momentum,955.68,46.3,21.14656780383092,926.63,1013.78,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,926.63,2021-07-27,13,-3.04,True,True,False,False,False,False,False,False
INFY.NS,2021-07-08,2,momentum,1359.37,67.9,53.409175534090586,1325.72,1426.67,Uptrend (above rising SMA50); ADX greater than 25,timeout,1402.7012939453125,2021-07-30,15,3.19,True,False,False,False,False,True,False,False
RELIANCE.NS,2021-07-08,1,momentum,947.78,43.7,20.86844681720721,919.06,1005.21,Uptrend (above rising SMA50),stop_loss_hit,919.06,2021-07-28,13,-3.03,True,False,False,False,False,False,False,False
INFY.NS,2021-07-09,2,momentum,1361.24,68.3,52.51163484136309,1328.23,1427.27,Uptrend (above rising SMA50); ADX greater than 25,timeout,1421.03515625,2021-08-02,15,4.39,True,False,False,False,False,True,False,False
INFY.NS,2021-07-12,3,momentum,1348.13,61.9,50.53420341928751,1313.35,1417.7,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1417.7,2021-08-02,14,5.16,True,True,False,False,False,True,False,False
INFY.NS,2021-07-13,3,momentum,1345.61,60.7,48.69652558456173,1311.43,1413.97,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1413.97,2021-08-02,13,5.08,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-07-13,2,momentum,950.99,46.3,20.381664087962463,924.6,1003.78,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,924.6,2021-07-28,10,-2.78,True,True,False,False,False,False,False,False
INFY.NS,2021-07-14,3,momentum,1373.44,68.0,47.89201314597263,1337.53,1445.25,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1445.25,2021-08-04,14,5.23,True,False,False,False,True,True,False,False
INFY.NS,2021-07-15,4,momentum,1376.83,68.7,47.54048255992202,1339.68,1451.14,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,stop_loss_hit,1339.68,2021-07-19,2,-2.7,True,False,False,True,True,True,False,False
INFY.NS,2021-07-16,3,momentum,1354.75,58.9,46.795384657000604,1317.34,1429.58,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1429.58,2021-08-03,11,5.52,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-07-16,4,pullback_sma50,956.74,49.5,19.462031328006123,937.34,995.55,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA50 (19d after golden cross),stop_loss_hit,937.34,2021-07-27,6,-2.03,True,True,False,False,False,False,False,True
INFY.NS,2021-07-19,3,momentum,1342.78,54.4,45.33876485865289,1306.37,1415.59,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1415.59,2021-08-02,9,5.42,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-07-19,1,momentum,950.65,47.1,18.37230232027644,926.35,999.26,RSI in healthy zone,stop_loss_hit,926.35,2021-07-27,5,-2.56,False,True,False,False,False,False,False,False
INFY.NS,2021-07-20,3,momentum,1350.05,56.5,44.15611377987984,1314.4,1421.35,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1421.35,2021-08-02,8,5.28,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-07-20,1,momentum,948.32,46.2,17.63952358407504,924.58,995.8,RSI in healthy zone,stop_loss_hit,924.58,2021-07-28,5,-2.5,False,True,False,False,False,False,False,False
INFY.NS,2021-07-22,3,momentum,1385.02,65.2,44.0801487665212,1347.93,1459.2,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1459.2,2021-08-04,9,5.36,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-07-22,2,momentum,960.5,51.6,16.398350293255927,937.0,1007.51,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,937.0,2021-07-27,3,-2.45,True,True,False,False,False,False,False,False
INFY.NS,2021-07-23,3,momentum,1385.24,65.3,44.14793779509835,1349.54,1456.63,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1456.63,2021-08-04,8,5.15,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-07-23,1,momentum,953.71,48.6,15.619892483976875,930.32,1000.49,RSI in healthy zone,stop_loss_hit,930.32,2021-07-27,2,-2.45,False,True,False,False,False,False,False,False
INFY.NS,2021-07-26,3,momentum,1396.95,67.7,44.536244399790185,1361.82,1467.22,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1467.22,2021-08-12,13,5.03,True,False,False,False,True,True,False,False
INFY.NS,2021-07-27,3,momentum,1395.78,67.2,44.87742319963395,1362.09,1463.15,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1463.15,2021-08-10,10,4.83,True,False,False,False,True,True,False,False
INFY.NS,2021-07-28,3,momentum,1398.43,67.8,44.37340213988472,1365.09,1465.12,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1465.12,2021-08-11,10,4.77,True,False,False,False,True,True,False,False
INFY.NS,2021-07-29,3,momentum,1408.36,70.0,44.236261304189895,1375.55,1473.99,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1473.99,2021-08-12,10,4.66,True,False,False,False,True,True,False,False
INFY.NS,2021-07-30,3,momentum,1402.7,67.2,44.20158066687059,1370.62,1466.86,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1466.86,2021-08-12,9,4.57,True,False,False,False,True,True,False,False
INFY.NS,2021-08-02,4,momentum,1421.04,71.3,44.46919093906938,1388.98,1485.15,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25,target_hit,1485.15,2021-08-13,9,4.51,True,False,True,False,True,True,False,False
RELIANCE.NS,2021-08-02,1,momentum,938.67,46.4,17.518358559400017,913.53,988.96,RSI in healthy zone,target_hit,988.96,2021-08-16,10,5.36,False,True,False,False,False,False,False,False
INFY.NS,2021-08-03,4,momentum,1441.63,75.0,45.261298339910766,1409.34,1506.22,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25,target_hit,1506.22,2021-08-17,10,4.48,True,False,True,False,True,True,False,False
RELIANCE.NS,2021-08-03,1,momentum,945.58,49.3,17.14742080869548,920.93,994.88,RSI in healthy zone,target_hit,994.88,2021-08-16,9,5.21,False,True,False,False,False,False,False,False
INFY.NS,2021-08-04,4,momentum,1436.45,72.5,46.38853994736904,1402.65,1504.05,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25,target_hit,1504.05,2021-08-17,9,4.71,True,False,True,False,True,True,False,False
RELIANCE.NS,2021-08-04,3,momentum,952.83,52.2,16.011733263327724,928.63,1001.22,RSI in healthy zone; MACD bullish crossover; Near 20-day high,target_hit,1001.22,2021-08-25,14,5.08,False,True,True,False,True,False,False,False
INFY.NS,2021-08-05,3,momentum,1440.2,73.2,47.44639215604185,1407.04,1506.51,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1506.51,2021-08-17,8,4.6,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-05,5,momentum,966.64,57.3,15.94017535682383,941.69,1016.54,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high,stop_loss_hit,941.69,2021-08-06,1,-2.58,True,True,True,True,True,False,False,False
INFY.NS,2021-08-06,3,momentum,1437.28,71.6,48.1914771743784,1404.94,1501.96,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1501.96,2021-08-17,7,4.5,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-06,3,momentum,946.17,49.0,15.07344727056275,919.69,999.12,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg),target_hit,999.12,2021-08-25,12,5.6,False,True,True,True,False,False,False,False
INFY.NS,2021-08-09,3,momentum,1448.69,74.0,49.05128721936025,1416.7,1512.67,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1512.67,2021-08-17,6,4.42,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-09,1,momentum,940.78,47.1,14.081429507382808,915.06,992.22,RSI in healthy zone,target_hit,992.22,2021-08-16,5,5.47,False,True,False,False,False,False,False,False
INFY.NS,2021-08-10,3,momentum,1460.84,76.2,50.0515727960351,1429.36,1523.8,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1523.8,2021-08-18,6,4.31,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-10,1,momentum,945.72,49.0,13.632086843066974,919.93,997.29,RSI in healthy zone,target_hit,997.29,2021-08-16,4,5.45,False,True,False,False,False,False,False,False
INFY.NS,2021-08-11,3,momentum,1461.1,76.2,51.04749594981882,1430.38,1522.54,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1522.54,2021-08-17,4,4.21,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-11,2,momentum,958.96,54.0,13.404905611335701,933.25,1010.39,RSI in healthy zone; Near 20-day high,target_hit,1010.39,2021-08-26,10,5.36,False,True,False,False,True,False,False,False
INFY.NS,2021-08-12,3,momentum,1471.6,78.1,52.192969481861674,1440.97,1532.85,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1481.219482421875,2021-09-03,15,0.65,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-12,1,momentum,955.88,52.7,13.358207269476754,930.97,1005.71,RSI in healthy zone,target_hit,1005.71,2021-08-26,9,5.21,False,True,False,False,False,False,False,False
INFY.NS,2021-08-13,3,momentum,1491.28,81.1,53.6371358857287,1459.77,1554.3,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1459.77,2021-09-01,12,-2.11,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-13,2,momentum,971.8,58.3,13.91699939906313,946.69,1022.03,RSI in healthy zone; Near 20-day high,target_hit,1022.03,2021-08-30,10,5.17,False,True,False,False,True,False,False,False
INFY.NS,2021-08-16,3,momentum,1484.49,77.2,54.88983783383009,1452.44,1548.58,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1452.44,2021-09-02,12,-2.16,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-16,3,momentum,984.42,62.1,15.502747665311109,957.46,1038.33,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high,target_hit,1038.33,2021-09-01,11,5.48,False,True,False,True,True,False,False,False
INFY.NS,2021-08-17,4,momentum,1516.93,81.8,56.389483524867465,1481.36,1588.07,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,stop_loss_hit,1481.36,2021-08-30,8,-2.34,True,False,False,True,True,True,False,False
RELIANCE.NS,2021-08-17,2,momentum,980.23,60.1,16.97661181773754,953.39,1033.9,RSI in healthy zone; Near 20-day high,target_hit,1033.9,2021-08-31,9,5.48,False,True,False,False,True,False,False,False
INFY.NS,2021-08-18,3,momentum,1509.79,78.0,57.84938799032111,1474.1,1581.16,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1474.1,2021-08-30,7,-2.36,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-18,2,momentum,984.03,61.3,18.374842101744395,957.45,1037.2,RSI in healthy zone; Near 20-day high,target_hit,1037.2,2021-09-01,9,5.4,False,True,False,False,True,False,False,False
INFY.NS,2021-08-20,3,momentum,1509.35,77.8,58.38085588469721,1473.51,1581.04,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1473.51,2021-08-30,6,-2.37,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-20,1,momentum,972.98,56.1,19.043638740599135,946.56,1025.82,RSI in healthy zone,target_hit,1025.82,2021-08-30,6,5.43,False,True,False,False,False,False,False,False
INFY.NS,2021-08-23,3,momentum,1514.4,78.6,58.989019965855974,1479.15,1584.91,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1479.15,2021-08-30,5,-2.33,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-23,2,momentum,979.37,58.3,19.485486473669294,952.81,1032.48,RSI in healthy zone; Near 20-day high,target_hit,1032.48,2021-08-31,6,5.42,False,True,False,False,True,False,False,False
INFY.NS,2021-08-24,2,momentum,1498.81,70.3,58.17310930066487,1461.94,1572.56,Uptrend (above rising SMA50); ADX greater than 25,stop_loss_hit,1461.94,2021-09-01,6,-2.46,True,False,False,False,False,True,False,False
RELIANCE.NS,2021-08-24,2,momentum,989.04,61.4,20.302797475503144,962.61,1041.89,RSI in healthy zone; Near 20-day high,target_hit,1041.89,2021-09-02,7,5.34,False,True,False,False,True,False,False,False
INFY.NS,2021-08-25,3,momentum,1511.62,72.8,57.42145405726093,1474.68,1585.49,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1474.68,2021-08-30,3,-2.44,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-25,2,momentum,997.6,64.1,21.630060540066665,971.13,1050.53,RSI in healthy zone; Near 20-day high,target_hit,1050.53,2021-09-03,7,5.31,False,True,False,False,True,False,False,False
INFY.NS,2021-08-26,3,momentum,1504.78,69.4,56.74510146914162,1468.06,1578.22,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1468.06,2021-09-01,4,-2.44,True,False,False,False,True,True,False,False
RELIANCE.NS,2021-08-26,1,momentum,1010.21,67.5,23.29986361460081,983.58,1063.47,Near 20-day high,target_hit,1063.47,2021-09-03,6,5.27,False,False,False,False,True,False,False,False
INFY.NS,2021-08-27,3,momentum,1488.32,61.8,55.061013418260735,1452.12,1560.71,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1452.12,2021-09-02,4,-2.43,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-08-27,1,momentum,1008.83,66.8,24.85001506442567,982.8,1060.89,Near 20-day high,target_hit,1060.89,2021-09-03,5,5.16,False,False,False,False,True,False,False,False
INFY.NS,2021-08-30,3,momentum,1478.95,58.0,52.5645773104954,1442.71,1551.44,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,timeout,1496.72265625,2021-09-21,15,1.2,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-08-30,2,momentum,1028.24,71.6,26.812282734575547,1001.72,1081.27,Near 20-day high; ADX greater than 25,target_hit,1081.27,2021-09-03,4,5.16,False,False,False,False,True,True,False,False
INFY.NS,2021-08-31,4,momentum,1486.27,60.1,49.98389204869792,1449.89,1559.03,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25,stop_loss_hit,1449.89,2021-09-02,2,-2.45,True,True,False,True,False,True,False,False
RELIANCE.NS,2021-08-31,4,momentum,1022.76,68.6,28.745614040869167,996.12,1076.03,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,target_hit,1076.03,2021-09-03,3,5.21,True,False,False,True,True,True,False,False
INFY.NS,2021-09-01,3,momentum,1461.27,50.7,46.89758901100954,1424.1,1535.62,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,timeout,1517.713134765625,2021-09-23,15,3.86,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-01,3,momentum,1026.81,69.6,30.678450805552668,1000.39,1079.65,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1079.65,2021-09-03,2,5.15,True,False,False,False,True,True,False,False
INFY.NS,2021-09-02,3,momentum,1471.16,53.8,43.616998090040234,1433.69,1546.1,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1546.1,2021-09-24,15,5.09,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-02,3,momentum,1039.17,72.6,32.67235365303461,1012.08,1093.36,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1093.36,2021-09-06,2,5.21,True,False,False,False,True,True,False,False
INFY.NS,2021-09-03,3,momentum,1481.22,56.7,40.998058225632285,1444.41,1554.84,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1554.84,2021-09-24,14,4.97,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-03,4,momentum,1081.79,79.8,35.38357148606188,1051.75,1141.88,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,target_hit,1141.88,2021-09-27,15,5.55,True,False,False,True,True,True,False,False
INFY.NS,2021-09-06,4,momentum,1507.13,63.2,39.60122981184549,1469.91,1581.57,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25,stop_loss_hit,1469.91,2021-09-08,2,-2.47,True,True,False,False,True,True,False,False
RELIANCE.NS,2021-09-06,4,momentum,1098.6,81.9,38.40431206518169,1066.26,1163.27,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,timeout,1154.0576171875,2021-09-28,15,5.05,True,False,False,True,True,True,False,False
INFY.NS,2021-09-07,3,momentum,1486.45,56.0,38.44138251498201,1449.0,1561.34,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1449.0,2021-09-29,15,-2.52,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-07,3,momentum,1105.53,82.7,41.19532408770021,1073.27,1170.04,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1073.27,2021-09-13,3,-2.92,True,False,False,False,True,True,False,False
INFY.NS,2021-09-08,3,momentum,1474.77,52.4,36.22022172582778,1437.79,1548.74,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1548.74,2021-09-24,11,5.02,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-08,3,momentum,1101.2,80.3,43.57437498214282,1068.95,1165.71,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1141.0133056640625,2021-09-30,15,3.62,True,False,False,False,True,True,False,False
INFY.NS,2021-09-09,3,momentum,1473.34,51.9,34.11287467926816,1437.8,1544.41,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1544.41,2021-09-24,10,4.82,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-09,3,momentum,1098.6,78.9,45.78586796437071,1067.59,1160.61,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1160.61,2021-09-28,12,5.64,True,False,False,False,True,True,False,False
INFY.NS,2021-09-13,3,momentum,1473.6,52.0,31.80079805888201,1438.15,1544.5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1544.5,2021-09-24,9,4.81,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-13,2,momentum,1074.12,66.8,45.999324591611845,1042.17,1138.01,Uptrend (above rising SMA50); ADX greater than 25,target_hit,1138.01,2021-09-27,10,5.95,True,False,False,False,False,True,False,False
INFY.NS,2021-09-14,3,momentum,1468.59,50.3,29.659672703503457,1434.05,1537.67,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1537.67,2021-09-24,8,4.7,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-14,2,momentum,1072.71,66.2,46.10670860745462,1041.69,1134.76,Uptrend (above rising SMA50); ADX greater than 25,target_hit,1134.76,2021-09-24,8,5.78,True,False,False,False,False,True,False,False
INFY.NS,2021-09-15,3,momentum,1490.63,57.0,28.59367367875641,1455.86,1560.16,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,1455.86,2021-09-29,10,-2.33,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-15,2,momentum,1077.17,67.2,46.23368061087921,1047.05,1137.42,Uptrend (above rising SMA50); ADX greater than 25,target_hit,1137.42,2021-09-27,8,5.59,True,False,False,False,False,True,False,False
INFY.NS,2021-09-16,3,momentum,1482.61,54.2,27.759372856309636,1447.73,1552.38,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1552.38,2021-09-24,6,4.71,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-16,3,momentum,1099.78,72.0,46.85527942645151,1068.41,1162.51,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1162.51,2021-09-29,9,5.7,True,False,False,False,True,True,False,False
INFY.NS,2021-09-17,3,momentum,1473.08,50.9,26.566601965247504,1437.56,1544.11,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1544.11,2021-09-24,5,4.82,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-17,4,momentum,1082.72,64.4,47.63515185915518,1049.71,1148.75,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25,target_hit,1148.75,2021-09-28,7,6.1,True,True,False,True,False,True,False,False
INFY.NS,2021-09-20,3,momentum,1470.07,49.8,25.07377261504751,1434.31,1541.59,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1541.59,2021-09-24,4,4.87,True,True,False,False,False,True,False,False
RELIANCE.NS,2021-09-20,3,momentum,1084.44,64.8,48.134955767406616,1051.44,1150.45,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1150.45,2021-09-28,6,6.09,True,True,False,False,False,True,False,False
INFY.NS,2021-09-21,2,momentum,1496.72,58.0,24.570065648533305,1459.59,1570.99,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,1459.59,2021-09-28,5,-2.48,True,True,False,False,False,False,False,False
RELIANCE.NS,2021-09-21,2,momentum,1089.13,65.9,48.60590559445883,1056.9,1153.6,Uptrend (above rising SMA50); ADX greater than 25,target_hit,1153.6,2021-09-28,5,5.92,True,False,False,False,False,True,False,False
INFY.NS,2021-09-22,2,momentum,1495.37,57.5,24.601862288611525,1458.48,1569.16,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,1458.48,2021-09-29,5,-2.47,True,True,False,False,False,False,False,False
RELIANCE.NS,2021-09-22,3,momentum,1100.82,68.6,49.34713490198515,1068.77,1164.91,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,1164.91,2021-10-04,8,5.82,True,False,False,False,True,True,False,False
INFY.NS,2021-09-23,3,momentum,1517.71,63.2,24.841717525326708,1480.83,1591.48,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high,stop_loss_hit,1480.83,2021-09-28,3,-2.43,True,True,False,False,True,False,False,False
RELIANCE.NS,2021-09-23,4,momentum,1127.72,73.8,50.554294831260805,1094.73,1193.7,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25,target_hit,1193.7,2021-10-08,11,5.85,True,False,True,False,True,True,False,False
INFY.NS,2021-09-24,5,momentum,1536.26,67.2,26.328485208450484,1497.78,1613.23,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,stop_loss_hit,1497.78,2021-09-27,1,-2.5,True,False,True,True,True,True,False,False
RELIANCE.NS,2021-09-24,4,momentum,1124.46,72.2,51.757661610477456,1092.21,1188.96,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25,target_hit,1188.96,2021-10-08,10,5.74,True,False,True,False,True,True,False,False
INFY.NS,2021-09-27,4,momentum,1499.07,54.5,25.971804212357977,1458.59,1580.04,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; ADX greater than 25,stop_loss_hit,1458.59,2021-09-29,2,-2.7,True,True,True,False,False,True,False,False
RELIANCE.NS,2021-09-27,4,momentum,1143.37,75.5,53.063923709118406,1110.77,1208.57,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25,target_hit,1208.57,2021-10-08,9,5.7,True,False,True,False,True,True,False,False
