symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index,pointer_rsi2_pullback
HINDALCO.NS,2025-12-12,9,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,852.1,67.6,817.55,903.92,target_hit,903.92,2026-01-02,14,6.08,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False
HINDZINC.NS,2025-12-12,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,551.57,75.9,520.69,597.9,target_hit,597.9,2025-12-22,6,8.4,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False
HYUNDAI.NS,2025-12-12,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2342.2,49.0,2193.11,2565.83,timeout,2281.60009765625,2026-01-05,15,-2.59,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
INFY.NS,2025-12-12,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1564.35,62.2,1511.04,1644.31,target_hit,1644.31,2025-12-22,6,5.11,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
IOC.NS,2025-12-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),156.83,50.3,150.74,165.96,target_hit,165.96,2026-01-01,13,5.82,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
JINDALSTEL.NS,2025-12-12,6,RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy); Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1029.5,49.1,985.46,1095.56,stop_loss_hit,985.46,2025-12-18,4,-4.28,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False
JSWSTEEL.NS,2025-12-12,5,RSI in healthy zone; Open-Low Same (conviction buy); Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1125.5,45.1,1071.92,1205.87,timeout,1185.9000244140625,2026-01-05,15,5.37,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False
KOTAKBANK.NS,2025-12-12,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,435.32,63.2,421.43,456.16,timeout,438.17999267578125,2026-01-05,15,0.66,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False
LODHA.NS,2025-12-12,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),1091.1,34.2,1038.57,1169.89,timeout,1120.0,2026-01-05,15,2.65,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
LT.NS,2025-12-12,10,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4034.69,61.5,3909.47,4222.52,timeout,4110.25341796875,2026-01-05,15,1.87,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False
LTM.NS,2025-12-12,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,6201.39,68.9,5978.25,6536.11,stop_loss_hit,5978.25,2025-12-19,5,-3.6,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
M&M.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3679.6,51.6,3552.36,3870.46,stop_loss_hit,3552.36,2025-12-18,4,-3.46,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False
MARUTI.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),16522.0,63.1,16009.59,17290.61,target_hit,17290.61,2026-01-05,15,4.65,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False
MOTHERSON.NS,2025-12-12,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,120.92,69.7,115.29,129.38,stop_loss_hit,115.29,2025-12-18,4,-4.66,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
MUTHOOTFIN.NS,2025-12-12,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3805.42,66.9,3652.03,4035.51,timeout,3888.1240234375,2026-01-05,15,2.17,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
NESTLEIND.NS,2025-12-12,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1231.65,46.6,1194.21,1287.81,target_hit,1287.81,2026-01-01,13,4.56,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
NSEI,2025-12-12,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),26046.95,54.4,25641.7,26654.82,timeout,26250.30078125,2026-01-05,15,0.78,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False
NTPC.NS,2025-12-12,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),322.61,48.0,311.73,338.94,target_hit,338.94,2026-01-02,14,5.06,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False
ONGC.NS,2025-12-12,3,ADX greater than 25; Pullback to SMA100 support; Volume contracting (low selling pressure),232.55,39.2,225.58,243.0,stop_loss_hit,225.58,2025-12-15,1,-3.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
PIDILITIND.NS,2025-12-12,5,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure),1476.8,51.1,1420.61,1561.09,timeout,1505.0,2026-01-05,15,1.91,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False
RELIANCE.NS,2025-12-12,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1549.34,62.8,1505.78,1614.67,timeout,1570.8370361328125,2026-01-05,15,1.39,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False
SBILIFE.NS,2025-12-12,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2023.09,61.0,1953.22,2127.89,timeout,2072.71875,2026-01-05,15,2.45,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False
SBIN.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),946.1,53.7,918.31,987.78,target_hit,987.78,2026-01-02,14,4.41,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
SHREECEM.NS,2025-12-12,3,RSI bounced off oversold; ADX greater than 25; Open-Low Same (conviction buy),26285.0,40.1,25423.75,27576.88,stop_loss_hit,25423.75,2025-12-19,5,-3.28,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
SHRIRAMFIN.NS,2025-12-12,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,848.0,61.3,808.15,907.78,target_hit,907.78,2025-12-19,5,7.05,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
SUNPHARMA.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1781.92,56.4,1730.06,1859.72,stop_loss_hit,1730.06,2025-12-18,4,-2.91,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
TATACONSUM.NS,2025-12-12,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1139.66,46.8,1095.36,1206.1,timeout,1172.181396484375,2026-01-05,15,2.85,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False
TATASTEEL.NS,2025-12-12,7,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),168.42,54.8,159.75,181.42,target_hit,181.42,2026-01-05,15,7.72,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False
TCS.NS,2025-12-12,8,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3120.69,63.3,3029.14,3258.01,timeout,3116.423095703125,2026-01-05,15,-0.14,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False
TECHM.NS,2025-12-12,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1578.4,67.0,1524.94,1658.59,timeout,1596.9000244140625,2026-01-05,15,1.17,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
TITAN.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3880.2,57.8,3752.94,4071.09,target_hit,4071.09,2026-01-05,15,4.92,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
TORNTPHARM.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3758.21,59.2,3634.88,3943.21,timeout,3835.82373046875,2026-01-05,15,2.07,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
TVSMOTOR.NS,2025-12-12,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3642.47,62.1,3511.58,3838.8,target_hit,3838.8,2026-01-02,14,5.39,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False
ULTRACEMCO.NS,2025-12-12,4,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Open-Low Same (conviction buy),11723.0,51.5,11284.04,12381.44,timeout,12087.0,2026-01-05,15,3.11,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
UNIONBANK.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,152.74,53.6,144.73,164.76,timeout,162.36000061035156,2026-01-05,15,6.3,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
UNITDSPR.NS,2025-12-12,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1440.59,56.9,1388.93,1518.07,stop_loss_hit,1388.93,2025-12-18,4,-3.59,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False
VBL.NS,2025-12-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,478.89,58.3,457.45,511.06,timeout,487.6239013671875,2026-01-05,15,1.82,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False
VEDL.NS,2025-12-12,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,534.67,64.3,502.83,582.43,target_hit,582.43,2025-12-22,6,8.93,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False
ABB.NS,2025-12-15,3,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high,5263.47,60.0,5076.41,5544.07,stop_loss_hit,5076.41,2025-12-18,3,-3.55,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ADANIENSOL.NS,2025-12-15,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,1016.45,61.9,956.16,1106.89,timeout,1044.0999755859375,2026-01-06,15,2.72,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False
ADANIENT.NS,2025-12-15,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),2277.88,45.4,2128.73,2501.61,timeout,2258.090576171875,2026-01-06,15,-0.87,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
ADANIGREEN.NS,2025-12-15,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),1047.6,54.0,970.85,1162.72,timeout,1019.4000244140625,2026-01-06,15,-2.69,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
ADANIPORTS.NS,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1506.25,56.5,1454.65,1583.65,stop_loss_hit,1454.65,2025-12-29,9,-3.43,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
ADANIPOWER.NS,2025-12-15,4,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),144.38,45.1,136.38,156.38,timeout,147.5500030517578,2026-01-06,15,2.2,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
APOLLOHOSP.NS,2025-12-15,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),7077.1,32.6,6870.99,7386.28,timeout,7338.2578125,2026-01-06,15,3.69,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
ASIANPAINT.NS,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2780.2,47.1,2672.9,2941.15,timeout,2845.800048828125,2026-01-06,15,2.36,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
AXISBANK.NS,2025-12-15,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1284.8,60.5,1248.55,1339.18,stop_loss_hit,1248.55,2025-12-16,1,-2.82,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False
BAJAJ-AUTO.NS,2025-12-15,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),8815.93,46.6,8536.58,9234.96,target_hit,9234.96,2025-12-31,11,4.75,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False
BAJAJFINSV.NS,2025-12-15,5,RSI in healthy zone; MACD bullish crossover; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2070.5,50.1,1972.06,2218.16,timeout,2044.5999755859375,2026-01-06,15,-1.25,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False
BAJFINANCE.NS,2025-12-15,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1012.7,46.9,971.44,1074.59,stop_loss_hit,971.44,2026-01-01,12,-4.07,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
BANKBARODA.NS,2025-12-15,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),276.17,49.8,263.65,294.94,target_hit,294.94,2026-01-02,13,6.8,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
BHARTIARTL.NS,2025-12-15,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2069.7,46.7,2004.89,2166.91,timeout,2105.300048828125,2026-01-06,15,1.72,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
BPCL.NS,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,356.93,58.4,340.85,381.05,timeout,360.6271667480469,2026-01-06,15,1.04,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
BRITANNIA.NS,2025-12-15,5,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),6038.0,60.3,5808.65,6382.03,timeout,6129.5,2026-01-06,15,1.52,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False
CANBK.NS,2025-12-15,7,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,143.55,57.4,136.64,153.93,timeout,148.96595764160156,2026-01-06,15,3.77,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
CGPOWER.NS,2025-12-15,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),668.67,39.5,630.72,725.61,timeout,636.4452514648438,2026-01-06,15,-4.82,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
CHOLAFIN.NS,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,1732.4,55.3,1652.52,1852.23,stop_loss_hit,1652.52,2025-12-19,4,-4.61,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False
CIPLA.NS,2025-12-15,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),1493.98,46.2,1442.14,1571.75,timeout,1516.572265625,2026-01-06,15,1.51,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
COALINDIA.NS,2025-12-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),379.43,57.3,369.5,394.34,target_hit,394.34,2025-12-23,6,3.93,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False
CUMMINSIND.NS,2025-12-15,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4519.35,61.2,4292.39,4859.79,stop_loss_hit,4292.39,2026-01-05,14,-5.02,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False
DLF.NS,2025-12-15,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),697.9,37.7,668.9,741.4,timeout,706.2999877929688,2026-01-06,15,1.2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
DMART.NS,2025-12-15,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),3825.6,32.3,3686.93,4033.61,stop_loss_hit,3686.93,2026-01-05,14,-3.62,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
DRREDDY.NS,2025-12-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1280.6,60.3,1241.22,1339.67,stop_loss_hit,1241.22,2026-01-02,13,-3.08,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False
EICHERMOT.NS,2025-12-15,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),7121.5,52.4,6856.85,7518.47,target_hit,7518.47,2026-01-06,15,5.57,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
ETERNAL.NS,2025-12-15,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),298.45,47.1,277.81,329.41,stop_loss_hit,277.81,2025-12-30,10,-6.92,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False
GODREJCP.NS,2025-12-15,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure),1155.31,60.4,1099.11,1239.61,target_hit,1239.61,2026-01-06,15,7.3,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False
GRASIM.NS,2025-12-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),2821.0,60.0,2734.24,2951.14,timeout,2865.300048828125,2026-01-06,15,1.57,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False
HAL.NS,2025-12-15,3,ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),4285.99,35.5,4097.63,4568.53,timeout,4478.78857421875,2026-01-06,15,4.5,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
HCLTECH.NS,2025-12-15,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1640.48,66.5,1587.76,1719.56,stop_loss_hit,1587.76,2025-12-29,9,-3.21,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
HDFCBANK.NS,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),979.89,49.7,953.75,1019.11,stop_loss_hit,953.75,2026-01-06,15,-2.67,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False
HDFCLIFE.NS,2025-12-15,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),769.96,54.5,735.31,821.92,stop_loss_hit,735.31,2025-12-30,10,-4.5,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False
HINDALCO.NS,2025-12-15,5,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,847.85,65.3,814.21,898.31,target_hit,898.31,2026-01-02,13,5.95,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
HINDUNILVR.NS,2025-12-15,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),2293.5,33.1,2204.88,2426.43,target_hit,2426.43,2026-01-06,15,5.8,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
HINDZINC.NS,2025-12-15,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,557.86,77.1,526.93,604.25,target_hit,604.25,2025-12-23,6,8.32,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False
INDHOTEL.NS,2025-12-15,4,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),731.15,50.8,694.72,785.8,timeout,726.4000244140625,2026-01-06,15,-0.65,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
INFY.NS,2025-12-15,8,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1572.77,64.0,1519.66,1652.43,target_hit,1652.43,2025-12-22,5,5.06,True,True,False,False,True,True,False,False,True,False,False,True,True,True,False
IOC.NS,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,161.5,61.1,154.95,171.33,timeout,161.95803833007812,2026-01-06,15,0.28,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False
ITC.NS,2025-12-15,3,RSI in healthy zone; MACD bullish crossover; Open-Low Same (conviction buy),383.59,46.3,373.21,399.16,stop_loss_hit,373.21,2026-01-01,12,-2.71,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
JINDALSTEL.NS,2025-12-15,6,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1034.0,50.8,980.5,1114.25,stop_loss_hit,980.5,2025-12-18,3,-5.17,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False
KOTAKBANK.NS,2025-12-15,4,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20),436.26,64.1,422.53,456.86,timeout,429.2799987792969,2026-01-06,15,-1.6,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
LODHA.NS,2025-12-15,3,RSI bounced off oversold; Volume spike (>1.5x avg); ADX greater than 25,1091.0,34.2,1038.46,1169.81,timeout,1112.0999755859375,2026-01-06,15,1.93,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
LT.NS,2025-12-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,4052.72,63.4,3931.89,4233.95,timeout,4100.54833984375,2026-01-06,15,1.18,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False
LTM.NS,2025-12-15,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,6186.59,67.4,5969.45,6512.3,stop_loss_hit,5969.45,2025-12-19,4,-3.51,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
MARUTI.NS,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),16415.0,59.6,15916.05,17163.43,target_hit,17163.43,2026-01-05,14,4.56,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False
MOTHERSON.NS,2025-12-15,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,119.94,66.4,114.42,128.21,timeout,120.4561767578125,2026-01-06,15,0.43,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
MUTHOOTFIN.NS,2025-12-15,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3824.07,67.9,3672.37,4051.61,stop_loss_hit,3672.37,2025-12-30,10,-3.97,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False
NESTLEIND.NS,2025-12-15,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1236.82,48.9,1198.86,1293.77,target_hit,1293.77,2026-01-05,14,4.6,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
NSEI,2025-12-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),26027.3,53.7,25630.65,26622.28,timeout,26178.69921875,2026-01-06,15,0.58,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False
