symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index,pointer_rsi2_pullback
ADANIENSOL.NS,2025-10-03,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,916.35,66.1,863.85,995.1,timeout,946.3499755859375,2025-10-27,15,3.27,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
ADANIENT.NS,2025-10-03,4,RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,2588.74,63.1,2455.37,2788.8,timeout,2491.68603515625,2025-10-27,15,-3.75,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
ADANIGREEN.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1070.3,59.9,996.18,1181.48,timeout,1017.0999755859375,2025-10-27,15,-4.97,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
ADANIPORTS.NS,2025-10-03,5,RSI in healthy zone; ADX greater than 25; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,1413.14,57.9,1359.5,1493.61,timeout,1414.6380615234375,2025-10-27,15,0.11,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
ADANIPOWER.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,147.38,57.9,130.88,172.13,target_hit,172.13,2025-10-20,11,16.79,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
AMBUJACEM.NS,2025-10-03,3,RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),573.31,50.3,549.42,609.15,timeout,557.490478515625,2025-10-27,15,-2.76,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
APOLLOHOSP.NS,2025-10-03,4,Volume spike (>1.5x avg); ADX greater than 25; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),7439.62,36.2,7215.22,7776.23,target_hit,7776.23,2025-10-14,7,4.52,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
AXISBANK.NS,2025-10-03,8,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1181.0,69.3,1140.98,1241.03,target_hit,1241.03,2025-10-23,13,5.08,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False
BAJAJ-AUTO.NS,2025-10-03,4,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),8559.05,42.2,8194.26,9106.22,target_hit,9106.22,2025-10-20,11,6.39,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
BAJFINANCE.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,989.75,56.3,949.77,1049.72,target_hit,1049.72,2025-10-15,8,6.06,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
BANKBARODA.NS,2025-10-03,5,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,255.68,73.7,245.58,270.83,target_hit,270.83,2025-10-27,15,5.93,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
BEL.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,410.9,63.5,393.33,437.26,timeout,413.3901062011719,2025-10-27,15,0.61,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False
BHARTIARTL.NS,2025-10-03,3,RSI in healthy zone; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),1896.7,46.1,1837.55,1985.42,target_hit,1985.42,2025-10-16,9,4.68,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
BPCL.NS,2025-10-03,5,Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,325.41,68.6,311.36,346.48,timeout,326.7902526855469,2025-10-27,15,0.42,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False
BRITANNIA.NS,2025-10-03,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),5992.5,52.9,5759.95,6341.33,timeout,5912.0,2025-10-27,15,-1.34,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
CANBK.NS,2025-10-03,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,121.88,71.7,116.37,130.14,timeout,125.0063247680664,2025-10-27,15,2.57,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False
CGPOWER.NS,2025-10-03,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),745.85,51.4,713.91,793.77,timeout,726.7459716796875,2025-10-27,15,-2.56,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
CHOLAFIN.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,1569.73,52.7,1493.69,1683.78,target_hit,1683.78,2025-10-15,8,7.27,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False
COALINDIA.NS,2025-10-03,4,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),368.37,41.9,357.88,384.1,timeout,381.1957702636719,2025-10-27,15,3.48,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
CUMMINSIND.NS,2025-10-03,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),3914.9,49.6,3751.47,4160.04,target_hit,4160.04,2025-10-24,14,6.26,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
DIVISLAB.NS,2025-10-03,3,RSI bounced off oversold; Volume spike (>1.5x avg); ADX greater than 25,5866.0,42.7,5613.56,6244.66,target_hit,6244.66,2025-10-08,3,6.46,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
DMART.NS,2025-10-03,5,RSI(2) oversold bounce (RSI(2)=2.7); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),4418.4,36.4,4206.64,4478.28,stop_loss_hit,4206.64,2025-10-13,6,-4.79,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
EICHERMOT.NS,2025-10-03,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,6941.0,65.4,6691.69,7314.97,timeout,6906.5,2025-10-27,15,-0.5,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
ETERNAL.NS,2025-10-03,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,328.45,53.4,313.82,350.4,target_hit,350.4,2025-10-13,6,6.68,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
GRASIM.NS,2025-10-03,4,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),2791.4,48.8,2692.85,2939.22,timeout,2923.89990234375,2025-10-27,15,4.75,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
HAL.NS,2025-10-03,9,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,4830.27,64.0,4592.54,5186.86,timeout,4717.60400390625,2025-10-27,15,-2.33,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False
HDFCBANK.NS,2025-10-03,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),949.45,50.8,917.02,998.09,target_hit,998.09,2025-10-20,11,5.12,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
HINDALCO.NS,2025-10-03,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,780.35,74.4,741.94,837.96,target_hit,837.96,2025-10-27,15,7.38,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False
HINDUNILVR.NS,2025-10-03,3,RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),2525.05,46.8,2431.58,2665.26,timeout,2492.208740234375,2025-10-27,15,-1.3,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
HINDZINC.NS,2025-10-03,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,482.68,67.7,457.49,520.47,timeout,473.6460266113281,2025-10-27,15,-1.87,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False
HYUNDAI.NS,2025-10-03,7,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; RSI(2) oversold bounce (RSI(2)=1.5); Weekly trend aligned (above Weekly EMA20),2507.6,45.3,2316.13,2582.08,stop_loss_hit,2316.13,2025-10-17,10,-7.64,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True
INDIGO.NS,2025-10-03,3,RSI in healthy zone; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),5657.0,46.2,5424.6,6005.6,timeout,5835.0,2025-10-27,15,3.15,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
IOC.NS,2025-10-03,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,144.1,67.6,139.34,151.24,timeout,148.7104034423828,2025-10-27,15,3.2,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False
JINDALSTEL.NS,2025-10-03,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,1076.5,63.1,1017.47,1165.05,stop_loss_hit,1017.47,2025-10-08,3,-5.48,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False
JSWSTEEL.NS,2025-10-03,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1161.7,70.2,1117.95,1227.32,timeout,1150.5999755859375,2025-10-27,15,-0.96,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False
KOTAKBANK.NS,2025-10-03,4,Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),420.1,66.5,406.16,441.01,target_hit,441.01,2025-10-16,9,4.98,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
LT.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,3696.99,61.6,3573.8,3881.78,target_hit,3881.78,2025-10-23,13,5.0,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False
M&M.NS,2025-10-03,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),3462.0,49.0,3300.37,3704.45,timeout,3611.60009765625,2025-10-27,15,4.32,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
MARUTI.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,15806.0,62.5,15251.04,16638.44,target_hit,16638.44,2025-10-23,13,5.27,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
MAZDOCK.NS,2025-10-03,3,RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,2866.08,53.6,2702.03,3112.16,timeout,2795.555908203125,2025-10-27,15,-2.46,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
MOTHERSON.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,106.34,57.2,100.92,114.47,stop_loss_hit,100.92,2025-10-08,3,-5.1,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
MUTHOOTFIN.NS,2025-10-03,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,3141.04,73.0,3010.58,3336.73,target_hit,3336.73,2025-10-17,10,6.23,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False
NSEI,2025-10-03,3,RSI in healthy zone; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),24894.25,49.3,24533.75,25435.0,target_hit,25435.0,2025-10-16,9,2.17,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
NTPC.NS,2025-10-03,5,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,336.58,58.8,326.33,351.95,stop_loss_hit,326.33,2025-10-09,4,-3.05,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False
ONGC.NS,2025-10-03,5,Near 20-day high; Strong RSI momentum; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,232.36,66.2,225.54,242.6,target_hit,242.6,2025-10-24,14,4.41,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
PFC.NS,2025-10-03,6,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,400.87,58.0,385.26,424.29,stop_loss_hit,385.26,2025-10-14,7,-3.89,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False
PNB.NS,2025-10-03,7,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,111.14,64.1,106.44,118.19,timeout,116.24966430664062,2025-10-27,15,4.6,False,True,False,True,True,True,False,False,True,False,False,False,True,True,False
SBIN.NS,2025-10-03,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,851.94,64.6,828.25,887.48,target_hit,887.48,2025-10-20,11,4.17,True,True,False,False,True,True,False,False,True,False,False,False,True,True,False
SHRIRAMFIN.NS,2025-10-03,6,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,641.89,61.8,606.37,695.17,target_hit,695.17,2025-10-23,13,8.3,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False
SUNPHARMA.NS,2025-10-03,3,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg),1620.67,53.7,1543.65,1736.21,timeout,1682.669677734375,2025-10-27,15,3.83,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
TATACONSUM.NS,2025-10-03,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1127.96,60.2,1083.96,1193.95,timeout,1160.083740234375,2025-10-27,15,2.85,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False
TATAPOWER.NS,2025-10-03,5,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),394.9,57.1,379.96,417.31,timeout,400.25,2025-10-27,15,1.35,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
TATASTEEL.NS,2025-10-03,8,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,169.71,61.7,163.31,179.31,timeout,173.09039306640625,2025-10-27,15,1.99,True,True,False,True,True,True,False,False,True,False,False,False,True,True,False
TITAN.NS,2025-10-03,3,RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy),3453.3,46.2,3325.16,3645.51,target_hit,3645.51,2025-10-16,9,5.57,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
TMPV.NS,2025-10-03,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,710.21,58.8,674.41,763.91,stop_loss_hit,674.41,2025-10-08,3,-5.04,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False
TVSMOTOR.NS,2025-10-03,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),3444.06,57.7,3309.36,3646.12,target_hit,3646.12,2025-10-20,11,5.87,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
UNIONBANK.NS,2025-10-03,4,RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,137.71,55.2,130.81,148.06,timeout,144.9600067138672,2025-10-27,15,5.26,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
UNITDSPR.NS,2025-10-03,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Outperforming index,1356.47,60.0,1290.86,1454.88,timeout,1347.009521484375,2025-10-27,15,-0.7,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
VEDL.NS,2025-10-03,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,463.21,63.9,434.34,506.52,timeout,496.95050048828125,2025-10-27,15,7.28,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False
ADANIENSOL.NS,2025-10-06,5,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,926.65,67.8,875.68,1003.11,timeout,921.2000122070312,2025-10-28,15,-0.59,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
ADANIENT.NS,2025-10-06,3,RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),2572.35,60.9,2443.19,2766.09,timeout,2493.28515625,2025-10-28,15,-3.07,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
ADANIGREEN.NS,2025-10-06,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1059.4,57.5,987.7,1166.95,timeout,1004.2000122070312,2025-10-28,15,-5.21,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
ADANIPORTS.NS,2025-10-06,3,RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),1394.62,51.8,1341.38,1474.49,target_hit,1474.49,2025-10-16,8,5.73,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
ADANIPOWER.NS,2025-10-06,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,151.99,60.7,135.86,176.19,timeout,162.3300018310547,2025-10-28,15,6.8,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
AMBUJACEM.NS,2025-10-06,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),570.97,48.6,542.03,614.39,timeout,552.1668701171875,2025-10-28,15,-3.29,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
APOLLOHOSP.NS,2025-10-06,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),7651.84,51.2,7403.45,8024.43,target_hit,8024.43,2025-10-20,10,4.87,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False
AXISBANK.NS,2025-10-06,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1212.8,74.6,1170.75,1275.88,stop_loss_hit,1170.75,2025-10-09,3,-3.47,True,False,False,True,True,True,False,False,False,True,False,False,True,True,False
BAJAJ-AUTO.NS,2025-10-06,4,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),8669.98,48.2,8309.78,9210.29,timeout,8931.7998046875,2025-10-28,15,3.02,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
BAJAJFINSV.NS,2025-10-06,4,RSI in healthy zone; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),2033.2,52.8,1963.01,2138.48,target_hit,2138.48,2025-10-20,10,5.18,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
BAJFINANCE.NS,2025-10-06,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,1008.9,61.5,967.03,1071.71,target_hit,1071.71,2025-10-16,8,6.23,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False
BANKBARODA.NS,2025-10-06,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,258.25,75.6,247.75,273.99,timeout,268.2729797363281,2025-10-28,15,3.88,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False
BEL.NS,2025-10-06,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,411.5,63.8,394.13,437.55,timeout,411.7969055175781,2025-10-28,15,0.07,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False
BHARTIARTL.NS,2025-10-06,3,RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),1903.1,48.0,1845.39,1989.66,target_hit,1989.66,2025-10-17,9,4.55,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
BOSCHLTD.NS,2025-10-06,3,RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),38800.0,45.3,37343.73,40984.4,stop_loss_hit,37343.73,2025-10-14,6,-3.75,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
BPCL.NS,2025-10-06,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,327.36,70.1,313.37,348.35,stop_loss_hit,313.37,2025-10-24,13,-4.27,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False
BRITANNIA.NS,2025-10-06,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),6011.0,54.3,5784.14,6351.29,stop_loss_hit,5784.14,2025-10-15,7,-3.77,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
CANBK.NS,2025-10-06,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,122.71,72.7,117.31,130.82,timeout,125.82917022705078,2025-10-28,15,2.54,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False
CGPOWER.NS,2025-10-06,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),743.76,50.4,712.33,790.9,timeout,720.9088745117188,2025-10-28,15,-3.07,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
CHOLAFIN.NS,2025-10-06,9,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,1632.88,61.9,1527.76,1790.56,timeout,1721.912109375,2025-10-28,15,5.45,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False
COALINDIA.NS,2025-10-06,3,RSI(2) oversold bounce (RSI(2)=4.4),366.97,40.0,356.66,371.3,target_hit,371.3,2025-10-07,1,1.18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CUMMINSIND.NS,2025-10-06,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),3925.15,50.6,3766.84,4162.62,target_hit,4162.62,2025-10-24,13,6.05,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
DMART.NS,2025-10-06,4,Volume spike (>1.5x avg); RSI(2) oversold bounce (RSI(2)=0.6),4301.6,30.4,4083.62,4435.04,timeout,4220.89990234375,2025-10-28,15,-1.88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
EICHERMOT.NS,2025-10-06,4,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),6880.0,60.4,6635.57,7246.65,timeout,7002.5,2025-10-28,15,1.78,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
ETERNAL.NS,2025-10-06,5,Uptrend (above rising SMA50); RSI in healthy zone; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,335.1,59.2,320.12,357.57,target_hit,357.57,2025-10-16,8,6.71,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
GRASIM.NS,2025-10-06,5,Uptrend (above rising SMA50); RSI in healthy zone; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),2807.4,52.1,2708.89,2955.16,target_hit,2955.16,2025-10-28,15,5.26,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False
HAL.NS,2025-10-06,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,4805.28,61.5,4571.81,5155.47,timeout,4685.5703125,2025-10-28,15,-2.49,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False
HDFCAMC.NS,2025-10-06,3,RSI in healthy zone; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),2769.92,48.9,2662.44,2931.13,stop_loss_hit,2662.44,2025-10-09,3,-3.88,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
HDFCBANK.NS,2025-10-06,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20),957.61,56.6,924.8,1006.83,timeout,987.2218627929688,2025-10-28,15,3.09,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
HINDALCO.NS,2025-10-06,7,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,776.7,71.1,739.14,833.04,target_hit,833.04,2025-10-27,14,7.25,True,False,True,False,True,True,False,False,False,True,False,False,True,True,False
HINDUNILVR.NS,2025-10-06,3,RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),2521.97,46.2,2431.01,2658.42,timeout,2477.62353515625,2025-10-28,15,-1.76,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
HINDZINC.NS,2025-10-06,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,482.68,67.7,457.92,519.82,timeout,462.7452392578125,2025-10-28,15,-4.13,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False
