symbol,signal_date,score,setup_type,entry_price,rsi,adx,stop_loss,target,reasons,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support
INFY.NS,2021-06-28,3,momentum,1368.99,84.6,52.196405158063804,1334.67,1437.64,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1342.7784423828125,2021-07-19,15,-1.91,True,False,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2021-06-28,2,momentum,944.79,41.5,29.66664628885756,909.98,1014.4,Uptrend (above rising SMA50); ADX greater than 25,timeout,950.6520385742188,2021-07-19,15,0.62,True,False,False,False,False,True,False,False,False,False,False
TCS.NS,2021-06-28,3,momentum,2908.18,62.6,32.77180586025295,2831.27,3061.99,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2831.27,2021-07-07,7,-2.64,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-06-29,3,momentum,1361.37,80.3,54.04296917261968,1328.15,1427.82,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1350.0511474609375,2021-07-20,15,-0.83,True,False,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2021-06-29,2,momentum,945.6,41.8,28.7545386816142,912.07,1012.67,Uptrend (above rising SMA50); ADX greater than 25,timeout,948.3195190429688,2021-07-20,15,0.29,True,False,False,False,False,True,False,False,False,False,False
TCS.NS,2021-06-29,3,momentum,2911.75,62.9,33.088075988120245,2836.62,3062.01,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2836.62,2021-07-07,6,-2.58,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-06-30,4,momentum,1376.83,82.3,55.94698903140712,1343.37,1443.76,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy),stop_loss_hit,1343.37,2021-07-12,8,-2.43,True,False,False,False,True,True,False,False,True,False,False
RELIANCE.NS,2021-06-30,3,momentum,955.95,45.9,27.535795484499207,923.12,1021.61,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,timeout,960.5029907226562,2021-07-22,15,0.48,True,True,False,False,False,True,False,False,False,False,False
TCS.NS,2021-06-30,3,momentum,2916.02,63.4,33.61102745490043,2842.19,3063.68,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2842.19,2021-07-06,4,-2.53,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-07-01,3,momentum,1359.07,73.3,56.65539969989731,1325.97,1425.26,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum,timeout,1385.23828125,2021-07-23,15,1.93,True,False,False,False,False,True,False,False,False,True,False
RELIANCE.NS,2021-07-01,2,momentum,950.2,44.0,26.38047714030026,918.35,1013.9,Uptrend (above rising SMA50); ADX greater than 25,timeout,953.709228515625,2021-07-23,15,0.37,True,False,False,False,False,True,False,False,False,False,False
TCS.NS,2021-07-01,3,momentum,2912.32,62.7,33.88411935572395,2840.99,3054.97,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2840.99,2021-07-06,3,-2.45,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-07-02,4,momentum,1365.51,74.4,56.133469460739505,1332.27,1431.99,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,timeout,1396.95263671875,2021-07-26,15,2.3,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-07-02,6,pullback_sma50,964.28,49.4,25.018903497217934,926.38,1040.09,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Pullback to SMA50 (9d after golden cross); Open-Low Same (conviction buy),timeout,940.642578125,2021-07-26,15,-2.45,True,True,False,False,False,True,False,True,True,False,False
TCS.NS,2021-07-02,3,momentum,2898.33,59.7,33.004806100322476,2827.77,3039.44,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2827.77,2021-07-07,3,-2.43,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-07-05,4,momentum,1375.22,76.0,55.98768514208731,1342.12,1441.43,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1342.12,2021-07-12,5,-2.41,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-07-05,2,momentum,973.86,52.8,23.29944659182576,943.41,1034.77,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,943.41,2021-07-08,3,-3.13,True,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-07-05,3,momentum,2894.45,58.9,32.76457658331354,2822.21,3038.93,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2822.21,2021-07-08,3,-2.5,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-07-06,3,momentum,1360.63,69.1,55.579233128248525,1327.13,1427.64,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum,timeout,1398.43359375,2021-07-28,15,2.78,True,False,False,False,False,True,False,False,False,True,False
RELIANCE.NS,2021-07-06,2,momentum,962.36,48.6,21.8851831114067,932.63,1021.82,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,932.63,2021-07-27,14,-3.09,True,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-07-06,3,momentum,2843.29,49.1,31.344974046237034,2769.5,2990.87,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2769.5,2021-07-13,5,-2.6,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-07-07,3,momentum,1362.72,69.5,54.37479211098082,1329.2,1429.77,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum,timeout,1408.3626708984375,2021-07-29,15,3.35,True,False,False,False,False,True,False,False,False,True,False
RELIANCE.NS,2021-07-07,2,momentum,955.68,46.3,21.146571714123578,926.63,1013.78,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,926.63,2021-07-27,13,-3.04,True,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-07-07,3,momentum,2854.31,51.0,29.687708988066113,2781.95,2999.04,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2781.95,2021-07-12,3,-2.54,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-07-08,3,momentum,1359.37,67.9,53.409128683909486,1325.72,1426.67,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum,timeout,1402.7012939453125,2021-07-30,15,3.19,True,False,False,False,False,True,False,False,False,True,False
RELIANCE.NS,2021-07-08,2,momentum,947.78,43.7,20.868451357351745,919.06,1005.21,Uptrend (above rising SMA50); Pullback to SMA100 support,stop_loss_hit,919.06,2021-07-28,13,-3.03,True,False,False,False,False,False,False,False,False,False,True
TCS.NS,2021-07-08,3,momentum,2839.98,48.5,28.4519849322708,2766.61,2986.71,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,stop_loss_hit,2766.61,2021-07-20,8,-2.58,True,True,False,False,False,True,False,False,False,False,False
INFY.NS,2021-07-09,3,momentum,1361.24,68.3,52.511594082735755,1328.23,1427.27,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum,timeout,1421.0352783203125,2021-08-02,15,4.39,True,False,False,False,False,True,False,False,False,True,False
RELIANCE.NS,2021-07-09,1,momentum,938.08,40.7,20.949777889527155,910.13,993.99,Pullback to SMA100 support,timeout,938.6724243164062,2021-08-02,15,0.06,False,False,False,False,False,False,False,False,False,False,True
TCS.NS,2021-07-09,3,momentum,2796.09,41.7,26.58952480502889,2720.41,2947.46,Uptrend (above rising SMA50); Volume spike (>1.5x avg); ADX greater than 25,timeout,2812.022216796875,2021-08-02,15,0.57,True,False,False,True,False,True,False,False,False,False,False
INFY.NS,2021-07-12,3,momentum,1348.13,61.9,50.53416657176734,1313.35,1417.7,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1417.7,2021-08-02,14,5.16,True,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2021-07-12,1,momentum,943.93,43.3,20.684091777463504,916.5,998.78,Pullback to SMA100 support,stop_loss_hit,916.5,2021-07-28,11,-2.91,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-13,3,momentum,1345.61,60.7,48.69649238341186,1311.43,1413.97,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1413.97,2021-08-02,13,5.08,True,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2021-07-13,3,momentum,950.99,46.3,20.381660533207537,924.6,1003.78,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,924.6,2021-07-28,10,-2.78,True,True,False,False,False,False,False,False,False,False,True
TCS.NS,2021-07-13,1,momentum,2778.14,39.3,23.443951213311493,2705.1,2924.22,Pullback to SMA100 support,timeout,2859.66943359375,2021-08-04,15,2.93,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-14,4,momentum,1373.44,68.0,47.89198407194028,1337.53,1445.25,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1445.25,2021-08-04,14,5.23,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-07-14,1,momentum,944.79,44.1,20.281091121850842,919.04,996.28,Pullback to SMA100 support,stop_loss_hit,919.04,2021-07-28,9,-2.73,False,False,False,False,False,False,False,False,False,False,True
TCS.NS,2021-07-14,3,momentum,2801.67,44.2,21.981814379422108,2730.4,2944.21,Uptrend (above rising SMA50); Open-Low Same (conviction buy); Pullback to SMA100 support,timeout,2868.404052734375,2021-08-05,15,2.38,True,False,False,False,False,False,False,False,True,False,True
INFY.NS,2021-07-15,6,momentum,1376.83,68.7,47.54045404707277,1339.68,1451.14,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum,stop_loss_hit,1339.68,2021-07-19,2,-2.7,True,False,False,True,True,True,False,False,True,True,False
RELIANCE.NS,2021-07-15,1,momentum,943.13,43.5,20.265271822193192,918.43,992.54,Pullback to SMA100 support,stop_loss_hit,918.43,2021-07-28,8,-2.62,False,False,False,False,False,False,False,False,False,False,True
TCS.NS,2021-07-15,1,momentum,2797.65,43.5,20.60781281169242,2727.93,2937.1,Uptrend (above rising SMA50),timeout,2890.98291015625,2021-08-06,15,3.34,True,False,False,False,False,False,False,False,False,False,False
INFY.NS,2021-07-16,3,momentum,1354.75,58.9,46.79536465966665,1317.34,1429.58,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1429.58,2021-08-03,11,5.52,True,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2021-07-16,6,pullback_sma50,956.74,49.5,19.46201974059425,937.34,995.55,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA50 (19d after golden cross); Open-Low Same (conviction buy); Pullback to SMA100 support,stop_loss_hit,937.34,2021-07-27,6,-2.03,True,True,False,False,False,False,False,True,True,False,True
INFY.NS,2021-07-19,3,momentum,1342.78,54.4,45.338758451604726,1306.37,1415.6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1415.6,2021-08-02,9,5.42,True,True,False,False,False,True,False,False,False,False,False
RELIANCE.NS,2021-07-19,1,momentum,950.65,47.1,18.372290686657976,926.35,999.26,RSI in healthy zone,stop_loss_hit,926.35,2021-07-27,5,-2.56,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-07-19,1,momentum,2781.62,40.8,18.18093436676285,2716.86,2911.15,Pullback to SMA100 support,target_hit,2911.15,2021-08-09,14,4.66,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-20,4,momentum,1350.05,56.5,44.15612024727484,1314.4,1421.35,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy),target_hit,1421.35,2021-08-02,8,5.28,True,True,False,False,False,True,False,False,True,False,False
RELIANCE.NS,2021-07-20,2,momentum,948.32,46.2,17.639511335646695,924.58,995.8,RSI in healthy zone; Pullback to SMA100 support,stop_loss_hit,924.58,2021-07-28,5,-2.5,False,True,False,False,False,False,False,False,False,False,True
TCS.NS,2021-07-20,3,momentum,2800.14,45.2,17.65331057840551,2734.49,2931.45,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support,target_hit,2931.45,2021-08-11,15,4.69,True,True,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-22,5,momentum,1385.02,65.2,44.080163975628004,1347.93,1459.2,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum,target_hit,1459.2,2021-08-04,9,5.36,True,False,False,False,True,True,False,False,True,True,False
RELIANCE.NS,2021-07-22,2,momentum,960.5,51.6,16.398339054897114,937.0,1007.51,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,937.0,2021-07-27,3,-2.45,True,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-07-22,4,momentum,2809.36,47.3,16.86351725661663,2745.13,2937.82,Uptrend (above rising SMA50); RSI in healthy zone; Open-Low Same (conviction buy); Pullback to SMA100 support,stop_loss_hit,2745.13,2021-07-28,4,-2.29,True,True,False,False,False,False,False,False,True,False,True
INFY.NS,2021-07-23,4,momentum,1385.24,65.3,44.147964488124124,1349.54,1456.63,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1456.63,2021-08-04,8,5.15,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-07-23,1,momentum,953.71,48.6,15.619876833660312,930.32,1000.49,RSI in healthy zone,stop_loss_hit,930.32,2021-07-27,2,-2.45,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-07-23,2,momentum,2806.3,46.6,15.661998342367104,2743.39,2932.12,Uptrend (above rising SMA50); RSI in healthy zone,stop_loss_hit,2743.39,2021-07-28,3,-2.24,True,True,False,False,False,False,False,False,False,False,False
INFY.NS,2021-07-26,5,momentum,1396.95,67.7,44.53627235365728,1361.82,1467.22,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum,target_hit,1467.22,2021-08-12,13,5.03,True,False,False,False,True,True,False,False,True,True,False
RELIANCE.NS,2021-07-26,1,momentum,940.64,43.5,15.181725401172354,916.5,988.93,Pullback to SMA100 support,stop_loss_hit,916.5,2021-07-28,2,-2.57,False,False,False,False,False,False,False,False,False,False,True
TCS.NS,2021-07-26,1,momentum,2792.94,43.9,14.979623129717721,2731.4,2916.01,Pullback to SMA100 support,target_hit,2916.01,2021-08-10,11,4.41,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-27,4,momentum,1395.78,67.2,44.87745243548055,1362.09,1463.15,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1463.15,2021-08-10,10,4.83,True,False,False,False,True,True,False,False,False,True,False
TCS.NS,2021-07-27,1,momentum,2780.18,41.4,15.069532561525374,2718.47,2903.61,Pullback to SMA100 support,target_hit,2903.61,2021-08-09,9,4.44,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-28,4,momentum,1398.43,67.8,44.37343739733712,1365.09,1465.12,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1465.12,2021-08-11,10,4.77,True,False,False,False,True,True,False,False,False,True,False
TCS.NS,2021-07-28,1,momentum,2793.16,44.8,15.763951903053089,2729.1,2921.27,Pullback to SMA100 support,target_hit,2921.27,2021-08-10,9,4.59,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-29,5,momentum,1408.36,70.0,44.23630671143667,1375.55,1473.99,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum,target_hit,1473.99,2021-08-12,10,4.66,True,False,False,False,True,True,False,False,True,True,False
TCS.NS,2021-07-29,1,momentum,2791.41,44.4,15.74769589371293,2728.64,2916.94,Pullback to SMA100 support,target_hit,2916.94,2021-08-10,8,4.5,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-07-30,4,momentum,1402.7,67.2,44.20162807786624,1370.62,1466.86,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1466.86,2021-08-12,9,4.57,True,False,False,False,True,True,False,False,False,True,False
TCS.NS,2021-07-30,1,momentum,2766.65,39.3,16.318273848546394,2702.64,2894.66,Pullback to SMA100 support,target_hit,2894.66,2021-08-05,4,4.63,False,False,False,False,False,False,False,False,False,False,True
INFY.NS,2021-08-02,5,momentum,1421.04,71.3,44.46924485651584,1388.98,1485.15,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1485.15,2021-08-13,9,4.51,True,False,True,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-02,1,momentum,938.67,46.4,17.51833862129315,913.53,988.96,RSI in healthy zone,target_hit,988.96,2021-08-16,10,5.36,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-08-02,2,momentum,2812.02,50.5,16.79586608453,2747.17,2941.73,RSI in healthy zone; Pullback to SMA100 support,target_hit,2941.73,2021-08-12,8,4.61,False,True,False,False,False,False,False,False,False,False,True
INFY.NS,2021-08-03,5,momentum,1441.63,75.0,45.26135652206643,1409.34,1506.22,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1506.22,2021-08-17,10,4.48,True,False,True,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-03,1,momentum,945.58,49.3,17.14740216871714,920.93,994.88,RSI in healthy zone,target_hit,994.88,2021-08-16,9,5.21,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-08-03,5,momentum,2869.23,60.4,15.756925191274615,2802.36,3002.98,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high,target_hit,3002.98,2021-08-13,8,4.66,True,True,True,True,True,False,False,False,False,False,False
INFY.NS,2021-08-04,5,momentum,1436.45,72.5,46.38860680053561,1402.65,1504.05,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1504.05,2021-08-17,9,4.71,True,False,True,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-04,3,momentum,952.83,52.2,16.011720182018458,928.63,1001.22,RSI in healthy zone; MACD bullish crossover; Near 20-day high,target_hit,1001.22,2021-08-25,14,5.08,False,True,True,False,True,False,False,False,False,False,False
TCS.NS,2021-08-04,4,momentum,2859.67,58.3,15.136264492463562,2793.46,2992.09,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high,target_hit,2992.09,2021-08-13,7,4.63,True,True,True,False,True,False,False,False,False,False,False
INFY.NS,2021-08-05,5,momentum,1440.2,73.2,47.446467171683466,1407.04,1506.51,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum,target_hit,1506.51,2021-08-17,8,4.6,True,False,False,False,True,True,False,False,True,True,False
RELIANCE.NS,2021-08-05,5,momentum,966.64,57.3,15.940163331881566,941.69,1016.54,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high,stop_loss_hit,941.69,2021-08-06,1,-2.58,True,True,True,True,True,False,False,False,False,False,False
TCS.NS,2021-08-05,4,momentum,2868.4,59.7,14.780486299692738,2802.01,3001.19,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high,target_hit,3001.19,2021-08-13,6,4.63,True,True,True,False,True,False,False,False,False,False,False
INFY.NS,2021-08-06,4,momentum,1437.28,71.6,48.19157954980459,1404.94,1501.96,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1501.96,2021-08-17,7,4.5,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-06,3,momentum,946.17,49.0,15.07343250133635,919.69,999.12,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg),target_hit,999.12,2021-08-25,12,5.6,False,True,True,True,False,False,False,False,False,False,False
TCS.NS,2021-08-06,3,momentum,2890.98,63.1,14.652924545980314,2823.81,3025.33,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high,target_hit,3025.33,2021-08-13,5,4.65,True,True,False,False,True,False,False,False,False,False,False
INFY.NS,2021-08-09,4,momentum,1448.69,74.0,49.051408411205905,1416.7,1512.67,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1512.67,2021-08-17,6,4.42,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-09,1,momentum,940.78,47.1,14.081415255419993,915.06,992.22,RSI in healthy zone,target_hit,992.22,2021-08-16,5,5.47,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-08-09,3,momentum,2902.25,64.7,14.83002777952508,2837.33,3032.09,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high,target_hit,3032.09,2021-08-13,4,4.47,True,True,False,False,True,False,False,False,False,False,False
INFY.NS,2021-08-10,4,momentum,1460.84,76.2,50.051715682662234,1429.36,1523.8,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1523.8,2021-08-18,6,4.31,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-10,1,momentum,945.72,49.0,13.63207745038691,919.93,997.29,RSI in healthy zone,target_hit,997.29,2021-08-16,4,5.45,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-08-10,4,momentum,2912.03,66.1,15.276064545812575,2848.54,3039.02,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum,target_hit,3039.02,2021-08-13,3,4.36,True,False,False,False,True,False,False,False,True,True,False
INFY.NS,2021-08-11,4,momentum,1461.1,76.2,51.04766092028818,1430.38,1522.54,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,target_hit,1522.54,2021-08-17,4,4.21,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-11,2,momentum,958.96,54.0,13.404897015070022,933.25,1010.39,RSI in healthy zone; Near 20-day high,target_hit,1010.39,2021-08-26,10,5.36,False,True,False,False,True,False,False,False,False,False,False
TCS.NS,2021-08-11,3,momentum,2921.03,67.4,15.906983100396875,2858.99,3045.11,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum,target_hit,3045.11,2021-08-16,3,4.25,True,False,False,False,True,False,False,False,False,True,False
INFY.NS,2021-08-12,4,momentum,1471.6,78.1,52.19315275916032,1440.97,1532.85,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,timeout,1481.2193603515625,2021-09-03,15,0.65,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-12,1,momentum,955.88,52.7,13.358199401615853,930.97,1005.71,RSI in healthy zone,target_hit,1005.71,2021-08-26,9,5.21,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-08-12,4,momentum,2927.62,68.3,16.66101323092968,2866.09,3050.69,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum,target_hit,3050.69,2021-08-16,2,4.2,True,False,False,False,True,False,False,False,True,True,False
INFY.NS,2021-08-13,3,momentum,1491.28,81.1,53.63733366034366,1459.77,1554.3,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1459.77,2021-09-01,12,-2.11,True,False,False,False,True,True,False,False,False,False,False
RELIANCE.NS,2021-08-13,2,momentum,971.8,58.3,13.916995280599583,946.69,1022.03,RSI in healthy zone; Near 20-day high,target_hit,1022.03,2021-08-30,10,5.17,False,True,False,False,True,False,False,False,False,False,False
TCS.NS,2021-08-13,5,momentum,3025.15,78.2,19.06586330813069,2956.0,3163.44,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum,target_hit,3163.44,2021-08-23,5,4.57,True,False,False,True,True,False,False,False,True,True,False
INFY.NS,2021-08-16,4,momentum,1484.49,77.2,54.89002660059595,1452.44,1548.58,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1452.44,2021-09-02,12,-2.16,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-16,3,momentum,984.42,62.1,15.502743694603383,957.46,1038.33,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high,target_hit,1038.33,2021-09-01,11,5.48,False,True,False,True,True,False,False,False,False,False,False
TCS.NS,2021-08-16,3,momentum,3033.49,78.8,21.456274969382985,2963.87,3172.72,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum,target_hit,3172.72,2021-08-23,4,4.59,True,False,False,False,True,False,False,False,False,True,False
INFY.NS,2021-08-17,4,momentum,1516.93,81.8,56.38966549736931,1481.36,1588.07,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,stop_loss_hit,1481.36,2021-08-30,8,-2.34,True,False,False,True,True,True,False,False,False,False,False
RELIANCE.NS,2021-08-17,2,momentum,980.23,60.1,16.976608004206952,953.39,1033.9,RSI in healthy zone; Near 20-day high,target_hit,1033.9,2021-08-31,9,5.48,False,True,False,False,True,False,False,False,False,False,False
TCS.NS,2021-08-17,3,momentum,3103.45,83.1,24.26953943939972,3029.66,3251.04,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high,target_hit,3251.04,2021-08-27,7,4.76,True,False,False,True,True,False,False,False,False,False,False
INFY.NS,2021-08-18,4,momentum,1509.79,78.0,57.84956046687167,1474.1,1581.16,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1474.1,2021-08-30,7,-2.36,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-18,2,momentum,984.03,61.3,18.374840967164953,957.45,1037.2,RSI in healthy zone; Near 20-day high,target_hit,1037.2,2021-09-01,9,5.4,False,True,False,False,True,False,False,False,False,False,False
TCS.NS,2021-08-18,3,momentum,3110.0,83.4,27.128898454556293,3036.01,3257.99,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,3257.99,2021-08-30,7,4.76,True,False,False,False,True,True,False,False,False,False,False
INFY.NS,2021-08-20,4,momentum,1509.35,77.8,58.38100949665105,1473.51,1581.04,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1473.51,2021-08-30,6,-2.37,True,False,False,False,True,True,False,False,False,True,False
RELIANCE.NS,2021-08-20,1,momentum,972.98,56.1,19.043640284138444,946.56,1025.82,RSI in healthy zone,target_hit,1025.82,2021-08-30,6,5.43,False,True,False,False,False,False,False,False,False,False,False
TCS.NS,2021-08-20,3,momentum,3109.09,83.2,28.691244294612176,3033.36,3260.54,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,target_hit,3260.54,2021-08-30,6,4.87,True,False,False,False,True,True,False,False,False,False,False
INFY.NS,2021-08-23,4,momentum,1514.4,78.6,58.989162934391196,1479.15,1584.91,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum,stop_loss_hit,1479.15,2021-08-30,5,-2.33,True,False,False,False,True,True,False,False,False,True,False
