symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index,pointer_rsi2_pullback,pointer_stoch_pullback,pointer_bb_pullback,pointer_inside_bar_breakout,pointer_nr7_breakout,pointer_ema21_pullback,pointer_hammer_at_support
INDIGO.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,4638.0,56.7,4228.26,4846.71,stop_loss_hit,4228.26,2026-04-30,11,-8.83,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ITC.NS,2026-04-15,4,RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),294.04,49.2,282.45,307.2718,target_hit,307.2718,2026-04-29,10,4.5,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
JINDALSTEL.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1221.3,58.7,1136.97,1276.2585,target_hit,1276.2585,2026-04-17,2,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
JSWSTEEL.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1218.6,57.4,1150.1,1273.437,target_hit,1273.437,2026-04-20,3,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
KOTAKBANK.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy),382.4,52.8,361.37,399.60799999999995,timeout,376.6000061035156,2026-05-06,15,-1.52,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
LT.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4036.87,61.6,3759.56,4218.529149999999,timeout,3969.726318359375,2026-05-06,15,-1.66,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
M&M.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,3256.5,54.5,3045.46,3403.0424999999996,stop_loss_hit,3045.46,2026-04-23,6,-6.48,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
MAXHEALTH.NS,2026-04-15,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),990.05,53.0,919.94,1034.60225,timeout,1015.9000244140625,2026-05-06,15,2.61,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
MAZDOCK.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2538.5,61.7,2326.76,2652.7324999999996,target_hit,2652.7324999999996,2026-04-20,3,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
MOTHERSON.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout,123.55,58.7,113.39,129.10975,target_hit,129.10975,2026-04-22,5,4.5,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
MUTHOOTFIN.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3567.83,59.5,3304.13,3728.38235,timeout,3533.60009765625,2026-05-06,15,-0.96,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
NESTLEIND.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,1256.6,57.6,1198.17,1313.1469999999997,target_hit,1313.1469999999997,2026-04-21,4,4.5,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
NSEI,2026-04-15,5,RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),24231.3,55.9,23292.24,25321.708499999997,timeout,24326.650390625,2026-05-07,15,0.39,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
NTPC.NS,2026-04-15,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,392.6,64.1,367.79,410.267,target_hit,410.267,2026-04-27,8,4.5,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
ONGC.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),287.6,62.8,271.59,300.54200000000003,target_hit,300.54200000000003,2026-04-28,9,4.5,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
PFC.NS,2026-04-15,6,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,444.75,66.0,413.53,464.76374999999996,target_hit,464.76374999999996,2026-04-16,1,4.5,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False
POWERGRID.NS,2026-04-15,6,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,312.45,67.1,291.63,326.51025,timeout,315.95001220703125,2026-05-06,15,1.12,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
RECLTD.NS,2026-04-15,6,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,352.65,59.4,329.28,368.51924999999994,target_hit,368.51924999999994,2026-04-16,1,4.5,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False
SBILIFE.NS,2026-04-15,6,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1971.0,59.1,1863.67,2059.6949999999997,stop_loss_hit,1863.67,2026-04-23,6,-5.45,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False
SBIN.NS,2026-04-15,4,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1052.53,51.2,986.67,1099.89385,target_hit,1099.89385,2026-04-20,3,4.5,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
SHREECEM.NS,2026-04-15,4,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,24965.0,56.4,23499.91,26088.425,timeout,24975.0,2026-05-06,15,0.04,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHRIRAMFIN.NS,2026-04-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1020.95,55.3,930.9,1066.89275,stop_loss_hit,930.9,2026-04-30,11,-8.82,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
SIEMENS.NS,2026-04-15,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index; Inside Bar breakout,3576.1,68.6,3315.4,3737.0244999999995,target_hit,3737.0244999999995,2026-04-20,3,4.5,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False
SOLARINDS.NS,2026-04-15,5,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,14886.0,66.7,13763.82,15555.869999999999,target_hit,15555.869999999999,2026-04-23,6,4.5,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
TATAPOWER.NS,2026-04-15,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,421.85,71.0,390.63,440.83325,target_hit,440.83325,2026-04-27,8,4.5,True,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
TATASTEEL.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,204.5,62.0,192.37,213.7025,target_hit,213.7025,2026-04-28,9,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
TECHM.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); NR7 narrow-range breakout,1483.8,60.0,1396.99,1550.571,stop_loss_hit,1396.99,2026-04-24,7,-5.85,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
TITAN.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4522.2,64.7,4275.92,4725.699,timeout,4359.60009765625,2026-05-06,15,-3.6,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
TMPV.NS,2026-04-15,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Outperforming index,354.96,63.3,330.06,370.93319999999994,timeout,355.2034606933594,2026-05-06,15,0.07,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TRENT.NS,2026-04-15,8,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Outperforming index; NR7 narrow-range breakout,2648.22,60.4,2459.18,2767.3898999999997,target_hit,2767.3898999999997,2026-04-17,2,4.5,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
TVSMOTOR.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,3783.3,58.7,3543.85,3953.5485,stop_loss_hit,3543.85,2026-04-23,6,-6.33,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
ULTRACEMCO.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),11785.0,56.0,11059.39,12315.324999999999,timeout,12093.0,2026-05-06,15,2.61,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
UNIONBANK.NS,2026-04-15,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,188.71,57.0,173.08,197.20194999999998,stop_loss_hit,173.08,2026-04-28,9,-8.28,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
VBL.NS,2026-04-15,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,445.12,62.4,416.27,465.1504,target_hit,465.1504,2026-04-16,1,4.5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
VEDL.NS,2026-04-15,5,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,766.05,71.4,716.85,800.5222499999999,stop_loss_hit,716.85,2026-04-24,7,-6.42,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
ABB.NS,2026-04-16,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,6855.46,70.5,6449.37,7163.9556999999995,target_hit,7163.9556999999995,2026-04-20,2,4.5,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
ADANIENSOL.NS,2026-04-16,6,Uptrend (above rising SMA50); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1222.6,74.2,1125.04,1277.6169999999997,target_hit,1277.6169999999997,2026-04-20,2,4.5,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
ADANIENT.NS,2026-04-16,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,2202.72,66.2,2037.89,2301.8423999999995,target_hit,2301.8423999999995,2026-04-23,5,4.5,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
ADANIGREEN.NS,2026-04-16,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1118.9,76.1,1033.48,1169.2505,target_hit,1169.2505,2026-04-20,2,4.5,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
ADANIPORTS.NS,2026-04-16,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1543.3,65.3,1441.59,1612.7485,target_hit,1612.7485,2026-04-27,7,4.5,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
ADANIPOWER.NS,2026-04-16,4,Uptrend (above rising SMA50); Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,193.19,84.7,178.95,201.88354999999999,target_hit,201.88354999999999,2026-04-20,2,4.5,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
AMBUJACEM.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),455.79,54.5,423.39,476.30055,timeout,448.4303283691406,2026-05-07,15,-1.61,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
APOLLOHOSP.NS,2026-04-16,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); EMA 21 support pullback,7553.0,53.6,7195.23,7892.884999999999,timeout,7837.0,2026-05-07,15,3.76,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
ASIANPAINT.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Outperforming index,2440.3,63.4,2300.27,2550.1135,target_hit,2550.1135,2026-04-21,3,4.5,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
AXISBANK.NS,2026-04-16,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1349.6,61.4,1270.83,1410.3319999999999,stop_loss_hit,1270.83,2026-04-30,10,-5.84,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
BAJAJ-AUTO.NS,2026-04-16,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,9688.65,61.7,9169.16,10124.639249999998,target_hit,10124.639249999998,2026-05-04,12,4.5,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
BAJAJFINSV.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),1829.9,55.4,1723.92,1912.2455,stop_loss_hit,1723.92,2026-04-30,10,-5.79,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BEL.NS,2026-04-16,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,455.65,62.8,430.33,476.15424999999993,stop_loss_hit,430.33,2026-04-30,10,-5.56,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
BOSCHLTD.NS,2026-04-16,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,37440.0,67.7,35050.42,39124.799999999996,timeout,38145.0,2026-05-08,15,1.88,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
CANBK.NS,2026-04-16,5,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,136.53,54.0,126.69,142.67385,timeout,131.5891571044922,2026-05-07,15,-3.62,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
CGPOWER.NS,2026-04-16,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,755.9,64.0,706.17,789.9155,target_hit,789.9155,2026-04-20,2,4.5,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
CHOLAFIN.NS,2026-04-16,5,RSI in healthy zone; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Outperforming index,1569.9,54.8,1446.89,1640.5455,target_hit,1640.5455,2026-05-04,12,4.5,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
CUMMINSIND.NS,2026-04-16,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,5038.2,61.5,4710.62,5264.919,target_hit,5264.919,2026-04-21,3,4.5,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
DIVISLAB.NS,2026-04-16,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,6293.5,61.9,5976.32,6576.7074999999995,target_hit,6576.7074999999995,2026-05-04,11,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
DMART.NS,2026-04-16,6,Uptrend (above rising SMA50); ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4428.3,65.6,4151.99,4627.5734999999995,target_hit,4627.5734999999995,2026-04-17,1,4.5,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
GAIL.NS,2026-04-16,6,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index; NR7 narrow-range breakout,158.92,62.9,149.28,166.07139999999998,target_hit,166.07139999999998,2026-04-22,4,4.5,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
GODREJCP.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),1075.8,53.0,1012.4,1124.2109999999998,target_hit,1124.2109999999998,2026-04-21,3,4.5,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
HAL.NS,2026-04-16,5,Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),4363.4,70.4,4106.02,4559.753,target_hit,4559.753,2026-05-04,12,4.5,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
HDFCAMC.NS,2026-04-16,8,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Weekly trend aligned (above Weekly EMA20); Outperforming index,2605.22,59.9,2410.17,2722.4548999999997,target_hit,2722.4548999999997,2026-04-17,1,4.5,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
HINDALCO.NS,2026-04-16,5,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1039.9,70.1,973.24,1086.6955,timeout,1055.699951171875,2026-05-07,15,1.52,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
HINDZINC.NS,2026-04-16,5,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),581.87,61.5,540.14,608.0541499999999,target_hit,608.0541499999999,2026-04-27,7,4.5,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
ICICIBANK.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Outperforming index,1345.5,59.5,1274.75,1406.0475,stop_loss_hit,1274.75,2026-04-30,10,-5.26,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INDHOTEL.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,652.75,58.1,609.29,682.12375,timeout,669.0999755859375,2026-05-07,15,2.5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
INDIGO.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,4608.7,55.8,4213.14,4816.0914999999995,stop_loss_hit,4213.14,2026-04-30,10,-8.58,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
JINDALSTEL.NS,2026-04-16,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1228.3,59.7,1146.77,1283.5735,target_hit,1283.5735,2026-04-17,1,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
JSWSTEEL.NS,2026-04-16,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1214.9,56.5,1146.78,1269.5705,target_hit,1269.5705,2026-04-20,2,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
KOTAKBANK.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),379.15,50.7,358.45,396.21174999999994,timeout,379.3999938964844,2026-05-07,15,0.07,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LODHA.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),873.5,59.2,797.72,912.8074999999999,target_hit,912.8074999999999,2026-04-29,9,4.5,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LT.NS,2026-04-16,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,4079.95,63.0,3812.16,4263.54775,timeout,3984.0859375,2026-05-07,15,-2.35,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
MAXHEALTH.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),990.65,53.2,934.78,1035.2292499999999,timeout,1015.2999877929688,2026-05-07,15,2.49,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
MAZDOCK.NS,2026-04-16,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index; NR7 narrow-range breakout,2564.6,62.9,2358.47,2680.0069999999996,target_hit,2680.0069999999996,2026-04-21,3,4.5,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
MOTHERSON.NS,2026-04-16,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,122.82,57.7,112.87,128.34689999999998,target_hit,128.34689999999998,2026-04-22,4,4.5,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
MUTHOOTFIN.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3548.0,58.4,3289.39,3707.66,timeout,3584.300048828125,2026-05-07,15,1.02,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
NESTLEIND.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1257.4,57.8,1200.94,1313.983,target_hit,1313.983,2026-04-21,3,4.5,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
NSEI,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),24196.75,55.4,23282.18,25285.60375,timeout,24176.150390625,2026-05-08,15,-0.09,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
NTPC.NS,2026-04-16,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),390.8,62.3,366.07,408.38599999999997,target_hit,408.38599999999997,2026-04-27,7,4.5,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
ONGC.NS,2026-04-16,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),282.75,55.7,267.01,295.47375,target_hit,295.47375,2026-04-28,8,4.5,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
PFC.NS,2026-04-16,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,458.9,70.0,426.73,479.55049999999994,target_hit,479.55049999999994,2026-04-28,8,4.5,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
PNB.NS,2026-04-16,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),110.35,52.5,102.79,115.31574999999998,stop_loss_hit,102.79,2026-05-05,13,-6.85,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POWERGRID.NS,2026-04-16,6,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,312.25,66.8,291.76,326.30125,timeout,313.79998779296875,2026-05-07,15,0.5,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
RECLTD.NS,2026-04-16,7,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Weekly trend aligned (above Weekly EMA20); Outperforming index,364.2,64.3,339.65,380.58899999999994,target_hit,380.58899999999994,2026-04-20,2,4.5,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
