symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index
ABB.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,5857.54,69.3,5551.63,6316.41,target_hit,6316.41,2026-03-12,15,7.83,True,False,False,False,True,True,False,False,False,True,False,True,True,True
ADANIENSOL.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1035.7,59.8,963.9,1143.4,stop_loss_hit,963.9,2026-03-02,8,-6.93,True,True,False,False,True,False,False,False,False,False,False,True,True,True
ADANIENT.NS,2026-02-18,3,RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,2210.21,53.6,2071.47,2418.32,stop_loss_hit,2071.47,2026-03-04,9,-6.28,False,True,False,False,False,False,False,False,False,False,False,True,False,True
ADANIGREEN.NS,2026-02-18,4,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1000.1,57.7,924.23,1113.9,stop_loss_hit,924.23,2026-03-02,8,-7.59,False,True,False,False,False,False,False,False,False,False,False,True,True,True
ADANIPORTS.NS,2026-02-18,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1544.29,59.1,1463.56,1665.39,stop_loss_hit,1463.56,2026-03-02,8,-5.23,True,True,False,False,False,False,False,False,False,False,False,True,True,True
ADANIPOWER.NS,2026-02-18,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),144.49,50.2,134.46,159.54,stop_loss_hit,134.46,2026-03-02,8,-6.94,True,True,False,False,False,False,False,False,False,False,False,True,True,False
APOLLOHOSP.NS,2026-02-18,8,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,7647.5,73.6,7356.62,8083.82,timeout,7574.5,2026-03-12,15,-0.95,True,False,False,False,True,True,False,False,True,True,False,True,True,True
ASIANPAINT.NS,2026-02-18,4,RSI bounced off oversold; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),2432.1,38.6,2286.88,2649.93,stop_loss_hit,2286.88,2026-03-02,8,-5.97,False,True,True,False,False,True,False,False,False,False,False,True,False,False
AXISBANK.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1377.0,62.3,1301.35,1490.48,stop_loss_hit,1301.35,2026-03-09,12,-5.49,True,True,True,False,True,False,False,False,False,False,False,True,True,True
BAJAJ-AUTO.NS,2026-02-18,6,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,9841.5,65.6,9462.16,10410.51,stop_loss_hit,9462.16,2026-03-02,8,-3.85,True,False,False,False,True,False,False,False,False,True,False,True,True,True
BAJAJFINSV.NS,2026-02-18,6,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2060.6,60.7,1991.2,2164.7,stop_loss_hit,1991.2,2026-02-27,7,-3.37,False,True,False,False,True,False,False,False,True,False,False,True,True,True
BAJAJHLDNG.NS,2026-02-18,6,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Outperforming index,11413.0,65.0,10901.96,12179.56,stop_loss_hit,10901.96,2026-02-26,6,-4.48,True,False,False,False,True,False,False,False,True,True,False,True,False,True
BAJFINANCE.NS,2026-02-18,6,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1023.8,63.9,975.89,1095.66,stop_loss_hit,975.89,2026-03-02,8,-4.68,False,True,False,False,True,False,False,False,False,False,True,True,True,True
BANKBARODA.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,295.59,59.4,276.45,324.3,stop_loss_hit,276.45,2026-03-09,12,-6.48,True,True,True,False,True,False,False,False,True,False,False,False,True,True
BEL.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,445.8,62.3,417.39,488.42,timeout,453.54998779296875,2026-03-12,15,1.74,True,True,True,False,False,False,True,False,False,False,False,True,True,True
BHARTIARTL.NS,2026-02-18,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2021.8,50.5,1952.07,2126.4,stop_loss_hit,1952.07,2026-02-24,4,-3.45,False,True,False,False,True,False,False,False,False,False,False,True,True,False
BPCL.NS,2026-02-18,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,380.9,61.5,362.88,407.93,stop_loss_hit,362.88,2026-02-20,2,-4.73,True,True,False,False,False,False,False,False,False,False,False,True,True,True
BRITANNIA.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,6176.0,62.8,5922.3,6556.55,stop_loss_hit,5922.3,2026-03-02,8,-4.11,True,True,False,False,True,False,False,False,False,False,False,True,True,True
CANBK.NS,2026-02-18,6,RSI in healthy zone; MACD bullish crossover; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,147.09,55.7,136.65,162.74,stop_loss_hit,136.65,2026-03-09,12,-7.1,False,True,True,False,False,False,False,False,True,False,False,True,True,True
CGPOWER.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,710.55,70.3,669.52,772.09,timeout,737.2999877929688,2026-03-12,15,3.76,True,False,False,False,True,True,False,False,False,True,False,True,True,True
CHOLAFIN.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1717.0,52.2,1628.33,1850.01,stop_loss_hit,1628.33,2026-02-26,6,-5.16,True,True,False,False,False,False,False,False,False,False,True,True,True,True
COALINDIA.NS,2026-02-18,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),418.0,50.2,396.64,450.04,target_hit,450.04,2026-03-05,10,7.67,True,True,False,False,False,False,False,False,False,False,False,True,True,False
CUMMINSIND.NS,2026-02-18,10,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,4725.8,76.1,4457.98,5127.53,timeout,4753.60009765625,2026-03-12,15,0.59,True,False,False,True,True,True,False,False,True,True,False,False,True,True
DIVISLAB.NS,2026-02-18,4,RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),6283.5,53.4,5895.64,6865.29,timeout,6282.0,2026-03-12,15,-0.02,False,True,False,False,False,False,False,False,True,False,False,True,True,False
DMART.NS,2026-02-18,3,RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,3915.2,56.3,3755.37,4154.94,stop_loss_hit,3755.37,2026-03-02,8,-4.08,False,True,False,False,False,False,False,False,False,False,False,True,False,True
DRREDDY.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1280.3,60.2,1228.67,1357.75,stop_loss_hit,1228.67,2026-03-02,8,-4.03,True,True,False,False,True,False,False,False,False,False,False,True,True,True
EICHERMOT.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,8009.5,71.4,7646.86,8553.46,stop_loss_hit,7646.86,2026-03-04,9,-4.53,True,False,False,False,True,True,False,False,False,True,False,True,True,True
ENRIN.NS,2026-02-18,4,Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure),2798.5,65.6,2596.0,3102.25,timeout,2866.89990234375,2026-03-12,15,2.44,False,False,False,False,True,True,False,False,False,True,False,True,False,False
GAIL.NS,2026-02-18,5,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,167.31,60.2,160.34,177.76,stop_loss_hit,160.34,2026-03-04,9,-4.17,False,True,False,False,True,False,False,False,False,False,False,True,True,True
GODREJCP.NS,2026-02-18,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1211.58,57.7,1158.05,1291.87,stop_loss_hit,1158.05,2026-03-02,8,-4.42,True,True,False,False,False,False,False,False,False,False,False,True,True,True
GRASIM.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2933.8,60.0,2822.12,3101.32,stop_loss_hit,2822.12,2026-02-27,7,-3.81,True,True,False,False,True,False,False,False,True,False,False,True,True,True
HAL.NS,2026-02-18,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),4251.1,49.2,3932.31,4729.29,stop_loss_hit,3932.31,2026-02-27,7,-7.5,False,True,True,False,False,False,False,False,False,False,False,True,False,False
HDFCAMC.NS,2026-02-18,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2752.4,62.1,2622.21,2947.68,stop_loss_hit,2622.21,2026-02-24,4,-4.73,True,True,False,False,False,False,False,False,False,False,False,True,True,True
HDFCLIFE.NS,2026-02-18,6,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy),727.01,54.5,691.06,780.93,stop_loss_hit,691.06,2026-03-04,9,-4.94,False,True,True,True,True,True,False,False,True,False,False,False,False,False
HINDALCO.NS,2026-02-18,3,Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),899.25,42.3,841.93,985.23,timeout,969.75,2026-03-12,15,7.84,False,False,False,False,False,False,False,False,True,False,False,True,True,False
HINDZINC.NS,2026-02-18,3,ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),574.75,41.3,523.99,650.89,timeout,572.5391845703125,2026-03-12,15,-0.38,False,False,False,False,False,True,False,False,False,False,False,True,True,False
ICICIBANK.NS,2026-02-18,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1408.2,54.7,1362.34,1476.99,stop_loss_hit,1362.34,2026-03-02,8,-3.26,True,True,False,False,False,False,False,False,False,False,False,True,True,True
INDHOTEL.NS,2026-02-18,3,RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure),695.1,51.9,661.36,745.71,stop_loss_hit,661.36,2026-03-02,8,-4.85,False,True,False,False,False,False,False,False,True,False,False,True,False,False
INDIGO.NS,2026-02-18,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,4980.4,54.0,4769.81,5296.28,stop_loss_hit,4769.81,2026-03-02,8,-4.23,False,True,False,False,True,False,False,False,False,False,False,True,False,True
IOC.NS,2026-02-18,7,Uptrend (above rising SMA50); ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,176.51,67.5,168.4,188.69,stop_loss_hit,168.4,2026-03-04,9,-4.59,True,False,False,False,False,True,False,False,True,True,False,True,True,True
ITC.NS,2026-02-18,3,RSI in healthy zone; Near 20-day high; ADX greater than 25,323.63,55.3,309.45,344.91,stop_loss_hit,309.45,2026-02-26,6,-4.38,False,True,False,False,True,True,False,False,False,False,False,False,False,False
JINDALSTEL.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1221.8,72.4,1160.74,1313.39,stop_loss_hit,1160.74,2026-03-09,12,-5.0,True,False,False,False,True,True,False,False,False,True,False,True,True,True
JSWSTEEL.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1251.2,62.2,1203.1,1323.35,stop_loss_hit,1203.1,2026-03-04,9,-3.84,True,True,False,False,True,False,False,False,True,False,False,True,True,True
KOTAKBANK.NS,2026-02-18,6,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,426.35,53.8,409.68,451.36,stop_loss_hit,409.68,2026-03-02,8,-3.91,False,True,False,False,True,False,False,False,False,False,True,True,True,True
LODHA.NS,2026-02-18,4,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,1108.15,62.4,1039.97,1210.42,stop_loss_hit,1039.97,2026-02-24,4,-6.15,False,True,False,False,True,False,False,False,False,False,False,True,False,True
LT.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4284.06,76.5,4137.26,4504.25,stop_loss_hit,4137.26,2026-03-02,8,-3.43,True,False,False,False,True,True,False,False,False,True,False,True,True,True
MAXHEALTH.NS,2026-02-18,5,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,1086.25,64.5,1032.34,1167.12,stop_loss_hit,1032.34,2026-03-06,11,-4.96,False,True,False,False,True,True,False,False,False,False,False,True,False,True
MOTHERSON.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,133.51,71.5,125.19,145.98,stop_loss_hit,125.19,2026-03-02,8,-6.23,True,False,False,False,True,True,False,False,False,True,False,True,True,True
NESTLEIND.NS,2026-02-18,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1300.9,52.9,1249.6,1377.85,stop_loss_hit,1249.6,2026-03-04,9,-3.94,True,True,False,False,False,False,False,False,False,False,False,True,True,False
NSEI,2026-02-18,5,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),25819.35,53.6,25272.06,26640.28,stop_loss_hit,25272.06,2026-02-27,7,-2.12,False,True,False,False,True,False,False,False,False,False,True,True,True,False
NTPC.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,368.4,65.0,354.6,389.1,target_hit,389.1,2026-03-12,15,5.62,True,True,False,False,True,True,False,False,False,False,False,True,True,True
ONGC.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,264.6,59.5,250.59,285.62,target_hit,285.62,2026-03-02,8,7.94,True,True,False,False,False,True,False,False,False,False,False,True,True,True
PFC.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,413.07,66.3,389.57,448.31,stop_loss_hit,389.57,2026-03-04,9,-5.69,True,False,False,False,True,True,False,False,False,True,False,True,True,True
PIDILITIND.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,1489.5,55.4,1434.7,1571.7,stop_loss_hit,1434.7,2026-03-02,8,-3.68,True,True,False,True,True,False,False,False,False,False,False,False,True,True
PNB.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,124.55,60.2,116.33,136.88,stop_loss_hit,116.33,2026-03-06,11,-6.6,True,True,True,True,True,False,False,False,False,False,False,False,True,True
POWERGRID.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,300.55,73.7,287.34,320.36,stop_loss_hit,287.34,2026-03-09,12,-4.4,True,False,False,False,True,True,False,False,False,True,False,True,True,True
RECLTD.NS,2026-02-18,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),360.8,52.9,341.0,390.51,stop_loss_hit,341.0,2026-03-02,8,-5.49,True,True,False,False,False,False,False,False,False,False,False,True,True,False
SBILIFE.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2056.74,57.0,1981.2,2170.05,stop_loss_hit,1981.2,2026-03-04,9,-3.67,True,True,False,False,True,False,False,False,True,False,False,True,True,True
SBIN.NS,2026-02-18,5,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1197.32,80.6,1146.64,1273.34,stop_loss_hit,1146.64,2026-03-04,9,-4.23,True,False,False,False,True,True,False,False,False,False,False,False,True,True
SHRIRAMFIN.NS,2026-02-18,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1076.2,63.8,1015.11,1167.83,stop_loss_hit,1015.11,2026-03-04,9,-5.68,True,True,False,False,True,True,False,False,False,False,False,True,True,True
SIEMENS.NS,2026-02-18,4,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3187.9,56.2,3003.56,3464.41,timeout,3324.699951171875,2026-03-12,15,4.29,False,True,False,False,False,False,False,False,False,False,False,True,True,True
SOLARINDS.NS,2026-02-18,3,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure),13380.0,53.6,12517.62,14673.57,target_hit,14673.57,2026-03-05,10,9.67,True,True,False,False,False,False,False,False,False,False,False,True,False,False
SUNPHARMA.NS,2026-02-18,6,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1724.4,59.8,1666.33,1811.51,target_hit,1811.51,2026-03-09,12,5.05,False,True,False,False,True,False,False,False,True,False,True,True,True,False
TATACONSUM.NS,2026-02-18,7,RSI in healthy zone; MACD bullish crossover; Open-Low Same (conviction buy); Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1159.89,53.6,1093.86,1258.92,stop_loss_hit,1093.86,2026-03-04,9,-5.69,False,True,True,False,False,False,False,False,True,False,True,True,True,True
TATAPOWER.NS,2026-02-18,6,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,379.6,57.2,363.13,404.31,stop_loss_hit,363.13,2026-03-02,8,-4.34,False,True,False,False,True,False,False,False,True,False,False,True,True,True
TATASTEEL.NS,2026-02-18,8,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,204.81,65.2,193.43,221.87,stop_loss_hit,193.43,2026-03-04,9,-5.56,True,False,False,False,True,True,False,False,True,True,False,True,True,True
TITAN.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4248.6,60.7,4064.76,4524.36,stop_loss_hit,4064.76,2026-03-12,15,-4.33,True,True,False,False,True,False,False,False,False,False,False,True,True,True
TMPV.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,379.7,63.6,360.06,409.16,stop_loss_hit,360.06,2026-03-02,8,-5.17,True,True,False,False,True,True,False,False,False,False,False,True,False,True
TORNTPHARM.NS,2026-02-18,5,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,4202.45,67.8,4011.0,4489.62,timeout,4437.18212890625,2026-03-12,15,5.59,True,False,False,False,True,False,False,False,False,True,False,False,True,True
TRENT.NS,2026-02-18,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),2787.35,46.5,2612.32,3049.89,stop_loss_hit,2612.32,2026-02-24,4,-6.28,False,True,False,False,False,True,False,False,False,False,False,True,False,False
TVSMOTOR.NS,2026-02-18,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3871.67,63.2,3699.47,4129.96,stop_loss_hit,3699.47,2026-03-04,9,-4.45,True,True,False,False,True,False,False,False,False,False,False,True,True,True
ULTRACEMCO.NS,2026-02-18,7,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,13052.0,67.7,12624.99,13692.51,stop_loss_hit,12624.99,2026-02-20,2,-3.27,True,False,False,False,True,False,False,False,True,True,False,True,True,True
UNIONBANK.NS,2026-02-18,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,193.11,72.5,179.01,214.26,stop_loss_hit,179.01,2026-03-09,12,-7.3,True,False,True,True,True,True,False,False,False,True,False,False,True,True
UNITDSPR.NS,2026-02-18,5,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1424.6,64.5,1375.25,1498.62,stop_loss_hit,1375.25,2026-02-27,7,-3.46,False,True,False,False,True,False,False,False,False,False,False,True,True,True
VBL.NS,2026-02-18,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),462.63,49.0,430.4,510.97,stop_loss_hit,430.4,2026-03-04,9,-6.97,False,True,True,False,False,False,False,False,False,False,False,True,False,False
VEDL.NS,2026-02-18,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),666.86,52.3,619.87,737.35,timeout,707.7794799804688,2026-03-12,15,6.14,True,True,False,False,False,False,False,False,False,False,False,True,True,False
ABB.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,5696.2,59.2,5381.83,6167.76,target_hit,6167.76,2026-02-20,1,8.28,True,True,False,False,False,True,False,False,False,False,False,True,True,True
ADANIENSOL.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1007.2,54.3,935.85,1114.23,timeout,992.2999877929688,2026-03-13,15,-1.48,True,True,False,False,False,False,False,False,False,False,False,True,True,True
ADANIPORTS.NS,2026-02-19,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1506.95,52.3,1425.71,1628.81,stop_loss_hit,1425.71,2026-03-02,7,-5.39,True,True,False,False,False,False,False,False,False,False,False,True,True,True
APOLLOHOSP.NS,2026-02-19,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,7592.5,69.0,7308.47,8018.55,timeout,7550.0,2026-03-13,15,-0.56,True,False,False,False,True,True,False,False,False,True,False,True,True,True
ASIANPAINT.NS,2026-02-19,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),2400.8,35.8,2258.64,2614.04,stop_loss_hit,2258.64,2026-03-04,8,-5.92,False,False,True,False,False,True,False,False,False,False,False,True,False,False
AXISBANK.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1356.6,56.6,1280.67,1470.49,stop_loss_hit,1280.67,2026-03-09,11,-5.6,True,True,True,False,False,False,False,False,False,False,False,True,True,True
BAJAJ-AUTO.NS,2026-02-19,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,9593.98,54.2,9191.23,10198.11,stop_loss_hit,9191.23,2026-03-11,13,-4.2,True,True,False,False,False,False,False,False,False,False,False,False,True,True
BAJAJFINSV.NS,2026-02-19,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2033.2,53.8,1962.61,2139.08,stop_loss_hit,1962.61,2026-03-02,7,-3.47,False,True,False,False,False,False,False,False,False,False,False,True,True,False
BAJAJHLDNG.NS,2026-02-19,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,11188.0,55.9,10662.04,11976.94,stop_loss_hit,10662.04,2026-03-02,7,-4.7,True,True,False,False,False,False,False,False,False,False,False,True,False,True
BAJFINANCE.NS,2026-02-19,6,RSI in healthy zone; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1017.05,61.4,970.06,1087.53,stop_loss_hit,970.06,2026-03-02,7,-4.62,False,True,False,False,True,False,False,False,False,False,True,True,True,True
BANKBARODA.NS,2026-02-19,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,294.91,58.6,276.63,322.33,stop_loss_hit,276.63,2026-03-09,11,-6.2,True,True,True,False,True,False,False,False,False,False,False,False,True,True
