symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index
DIVISLAB.NS,2026-03-11,5,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,6352.5,53.5,6046.01,6812.23,stop_loss_hit,6046.01,2026-03-16,3,-4.82,False,True,False,False,False,True,False,False,False,False,False,True,True,True
DMART.NS,2026-03-11,4,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Outperforming index,3944.8,57.8,3715.51,4288.74,stop_loss_hit,3715.51,2026-03-23,8,-5.81,True,True,True,False,False,False,False,False,False,False,False,False,False,True
DRREDDY.NS,2026-03-11,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,1325.5,61.9,1247.85,1441.98,stop_loss_hit,1247.85,2026-03-23,8,-5.86,True,True,True,True,True,False,False,False,True,False,False,False,True,True
ENRIN.NS,2026-03-11,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2942.8,61.0,2731.16,3260.26,stop_loss_hit,2731.16,2026-03-16,3,-7.19,True,True,False,False,False,True,False,False,False,False,False,True,True,True
GAIL.NS,2026-03-11,3,RSI bounced off oversold; Volume spike (>1.5x avg); ADX greater than 25,147.97,30.1,138.77,161.77,stop_loss_hit,138.77,2026-03-23,8,-6.22,False,True,False,True,False,True,False,False,False,False,False,False,False,False
HAL.NS,2026-03-11,4,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,4005.1,45.0,3695.81,4469.04,stop_loss_hit,3695.81,2026-03-23,8,-7.72,False,False,True,False,False,True,False,False,False,False,False,True,False,True
HCLTECH.NS,2026-03-11,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),1324.93,27.3,1226.76,1472.2,timeout,1376.938720703125,2026-04-06,15,3.93,False,False,True,False,False,True,False,False,False,False,False,True,False,False
HINDALCO.NS,2026-03-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,959.1,55.7,898.26,1050.36,stop_loss_hit,898.26,2026-03-19,6,-6.34,True,True,False,False,False,False,False,False,False,False,False,True,True,True
HINDZINC.NS,2026-03-11,3,Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,577.06,44.8,536.7,637.59,stop_loss_hit,536.7,2026-03-13,2,-6.99,False,False,False,False,False,False,False,False,False,False,False,True,True,True
INDIGO.NS,2026-03-11,3,RSI bounced off oversold; Volume spike (>1.5x avg); ADX greater than 25,4350.7,35.0,4030.36,4831.21,stop_loss_hit,4030.36,2026-03-23,8,-7.36,False,True,False,True,False,True,False,False,False,False,False,False,False,False
IRFC.NS,2026-03-11,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),98.21,31.7,91.76,107.88,stop_loss_hit,91.76,2026-03-23,8,-6.57,False,True,False,False,False,True,False,False,False,False,False,True,False,False
JINDALSTEL.NS,2026-03-11,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1187.0,51.1,1120.86,1286.21,stop_loss_hit,1120.86,2026-03-23,8,-5.57,True,True,False,False,False,True,False,False,False,False,False,False,True,True
JIOFIN.NS,2026-03-11,3,RSI bounced off oversold; ADX greater than 25; Open-Low Same (conviction buy),238.7,32.1,225.52,258.47,stop_loss_hit,225.52,2026-03-23,8,-5.52,False,True,False,False,False,True,False,False,True,False,False,False,False,False
MAXHEALTH.NS,2026-03-11,3,ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,1032.2,42.2,978.84,1112.24,stop_loss_hit,978.84,2026-03-16,3,-5.17,False,False,False,False,False,True,False,False,False,False,False,True,False,True
NTPC.NS,2026-03-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,379.9,59.4,362.17,406.49,stop_loss_hit,362.17,2026-04-01,13,-4.67,True,True,False,False,False,False,False,False,False,False,False,False,True,True
ONGC.NS,2026-03-11,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,270.75,52.8,253.54,296.56,timeout,281.8500061035156,2026-04-06,15,4.1,True,True,False,False,False,True,False,False,True,False,False,False,True,True
PFC.NS,2026-03-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,403.7,52.0,375.87,445.44,stop_loss_hit,375.87,2026-03-30,12,-6.89,True,True,False,False,False,False,False,False,False,False,False,False,True,True
POWERGRID.NS,2026-03-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,298.8,57.9,284.46,320.31,stop_loss_hit,284.46,2026-04-02,14,-4.8,True,True,False,False,False,False,False,False,False,False,False,False,True,True
SHRIRAMFIN.NS,2026-03-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,1031.7,49.2,950.6,1153.35,stop_loss_hit,950.6,2026-03-19,6,-7.86,True,True,False,True,False,False,False,False,False,False,False,False,True,True
SIEMENS.NS,2026-03-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3272.2,53.8,3050.13,3605.3,stop_loss_hit,3050.13,2026-03-23,8,-6.79,True,True,False,False,False,False,False,False,False,False,False,True,True,True
SOLARINDS.NS,2026-03-11,5,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Weekly trend aligned (above Weekly EMA20); Outperforming index,14515.0,60.6,13493.08,16047.88,stop_loss_hit,13493.08,2026-03-19,6,-7.04,True,True,False,False,False,False,True,False,False,False,False,False,True,True
SUNPHARMA.NS,2026-03-11,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1825.9,70.6,1761.02,1923.22,stop_loss_hit,1761.02,2026-03-19,6,-3.55,True,False,False,False,True,True,False,False,False,True,False,False,True,True
TATAPOWER.NS,2026-03-11,7,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20); Outperforming index,385.75,59.0,361.53,422.08,timeout,383.8500061035156,2026-04-06,15,-0.49,False,True,True,True,True,False,False,False,True,False,False,False,True,True
TATASTEEL.NS,2026-03-11,3,ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,190.81,44.1,178.05,209.94,stop_loss_hit,178.05,2026-03-16,3,-6.69,False,False,False,False,False,True,False,False,False,False,False,False,True,True
TITAN.NS,2026-03-11,3,Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4140.3,44.8,3953.51,4420.48,stop_loss_hit,3953.51,2026-03-23,8,-4.51,False,False,False,False,False,False,False,False,False,False,False,True,True,True
TORNTPHARM.NS,2026-03-11,6,Uptrend (above rising SMA50); Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4422.41,69.1,4228.9,4712.68,stop_loss_hit,4228.9,2026-03-19,6,-4.38,True,False,False,False,True,False,False,False,False,True,False,True,True,True
UNIONBANK.NS,2026-03-11,4,Uptrend (above rising SMA50); ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,180.92,44.6,167.45,201.12,stop_loss_hit,167.45,2026-03-30,12,-7.45,True,False,False,False,False,True,False,False,False,False,False,False,True,True
UNITDSPR.NS,2026-03-11,4,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1382.1,50.4,1307.8,1493.55,stop_loss_hit,1307.8,2026-03-16,3,-5.38,False,True,False,False,False,False,False,False,False,False,False,True,True,True
VEDL.NS,2026-03-11,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,709.7,57.7,660.14,784.03,stop_loss_hit,660.14,2026-03-19,6,-6.98,True,True,False,False,False,False,False,False,False,False,False,False,True,True
ABB.NS,2026-03-12,7,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,6382.89,68.8,5894.87,7114.93,stop_loss_hit,5894.87,2026-03-30,11,-7.65,True,False,True,False,True,True,False,False,False,True,False,False,True,True
ADANIENSOL.NS,2026-03-12,4,RSI in healthy zone; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,1004.4,52.3,931.72,1113.42,stop_loss_hit,931.72,2026-03-30,11,-7.24,False,True,False,False,False,False,False,False,False,False,True,False,True,True
ADANIPOWER.NS,2026-03-12,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,149.11,61.7,136.29,168.34,timeout,163.36000061035156,2026-04-07,15,9.56,False,True,True,True,False,False,False,False,False,False,False,False,True,True
APOLLOHOSP.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,7574.5,50.4,7278.6,8018.35,stop_loss_hit,7278.6,2026-03-19,5,-3.91,True,True,False,False,False,False,False,False,False,False,False,True,True,True
BEL.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,453.55,55.7,428.12,491.69,stop_loss_hit,428.12,2026-03-16,2,-5.61,True,True,False,False,False,False,False,False,False,False,False,True,True,True
CGPOWER.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,737.3,62.7,689.3,809.3,stop_loss_hit,689.3,2026-03-16,2,-6.51,True,True,False,False,True,False,False,False,False,False,False,False,True,True
COALINDIA.NS,2026-03-12,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,470.1,70.1,444.58,508.38,stop_loss_hit,444.58,2026-03-24,8,-5.43,True,False,False,True,True,False,False,False,False,True,False,False,True,True
CUMMINSIND.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,4753.6,56.4,4421.91,5251.14,stop_loss_hit,4421.91,2026-03-23,7,-6.98,True,True,False,False,False,True,False,False,False,False,False,False,True,True
DIVISLAB.NS,2026-03-12,4,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,6282.0,48.9,5978.61,6737.09,stop_loss_hit,5978.61,2026-03-16,2,-4.83,False,True,False,False,False,True,False,False,False,False,False,True,False,True
DMART.NS,2026-03-12,3,Uptrend (above rising SMA50); RSI in healthy zone; Outperforming index,3953.6,58.6,3766.3,4234.55,stop_loss_hit,3766.3,2026-03-16,2,-4.74,True,True,False,False,False,False,False,False,False,False,False,False,False,True
DRREDDY.NS,2026-03-12,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,1319.0,59.7,1240.88,1436.18,stop_loss_hit,1240.88,2026-04-01,12,-5.92,True,True,True,False,True,False,False,False,False,False,False,False,True,True
ENRIN.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,2866.9,54.4,2658.74,3179.14,stop_loss_hit,2658.74,2026-03-27,10,-7.26,True,True,False,False,False,True,False,False,False,False,False,True,False,True
HAL.NS,2026-03-12,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,4013.5,45.5,3709.8,4469.05,stop_loss_hit,3709.8,2026-03-23,7,-7.57,False,True,True,False,False,True,False,False,False,False,False,True,False,True
HCLTECH.NS,2026-03-12,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),1332.59,29.8,1237.5,1475.22,timeout,1414.5191650390625,2026-04-07,15,6.15,False,False,True,False,False,True,False,False,False,False,False,True,False,False
HINDALCO.NS,2026-03-12,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,969.75,58.1,907.89,1062.54,stop_loss_hit,907.89,2026-03-13,1,-6.38,True,True,False,False,True,False,False,False,False,False,False,True,True,True
HINDZINC.NS,2026-03-12,4,Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,572.54,43.5,532.43,632.7,stop_loss_hit,532.43,2026-03-16,2,-7.01,False,False,False,False,False,False,False,False,False,False,True,True,True,True
INDHOTEL.NS,2026-03-12,3,RSI bounced off oversold; Volume spike (>1.5x avg); ADX greater than 25,624.95,34.0,588.02,680.35,stop_loss_hit,588.02,2026-03-23,7,-5.91,False,True,False,True,False,True,False,False,False,False,False,False,False,False
IRFC.NS,2026-03-12,3,RSI bounced off oversold; ADX greater than 25; Volume contracting (low selling pressure),98.87,33.7,92.37,108.62,stop_loss_hit,92.37,2026-03-23,7,-6.57,False,True,False,False,False,True,False,False,False,False,False,True,False,False
JINDALSTEL.NS,2026-03-12,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1225.0,58.0,1153.6,1332.1,stop_loss_hit,1153.6,2026-03-13,1,-5.83,True,True,False,True,False,True,False,False,False,False,False,False,True,True
JIOFIN.NS,2026-03-12,3,RSI bounced off oversold; Volume spike (>1.5x avg); ADX greater than 25,242.2,37.1,228.33,263.0,stop_loss_hit,228.33,2026-03-23,7,-5.73,False,True,False,True,False,True,False,False,False,False,False,False,False,False
LTM.NS,2026-03-12,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),4266.42,22.6,3871.18,4859.29,timeout,4383.75146484375,2026-04-07,15,2.75,False,False,True,False,False,True,False,False,False,False,False,True,False,False
MAXHEALTH.NS,2026-03-12,3,Volume spike (>1.5x avg); ADX greater than 25; Outperforming index,1020.4,38.9,967.51,1099.74,stop_loss_hit,967.51,2026-03-16,2,-5.18,False,False,False,True,False,True,False,False,False,False,False,False,False,True
NTPC.NS,2026-03-12,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,390.55,65.9,371.69,418.84,stop_loss_hit,371.69,2026-03-23,7,-4.83,True,False,False,True,True,False,False,False,False,True,False,False,True,True
ONGC.NS,2026-03-12,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,270.55,52.6,253.82,295.64,timeout,286.6499938964844,2026-04-07,15,5.95,True,True,False,False,False,True,False,False,False,False,False,True,True,True
PFC.NS,2026-03-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,412.63,55.8,383.48,456.34,stop_loss_hit,383.48,2026-03-30,11,-7.06,True,True,False,False,False,False,False,False,False,False,False,False,True,True
POWERGRID.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,303.6,62.0,288.89,325.67,stop_loss_hit,288.89,2026-04-02,13,-4.85,True,True,False,False,False,False,False,False,False,False,False,True,True,True
RECLTD.NS,2026-03-12,3,RSI in healthy zone; Volume spike (>1.5x avg); Outperforming index,340.2,47.5,317.24,374.65,stop_loss_hit,317.24,2026-03-23,7,-6.75,False,True,False,True,False,False,False,False,False,False,False,False,False,True
SBIN.NS,2026-03-12,3,ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1065.99,36.6,1010.25,1149.59,stop_loss_hit,1010.25,2026-03-23,7,-5.23,False,False,False,False,False,True,False,False,False,False,False,True,True,False
SHRIRAMFIN.NS,2026-03-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,1031.7,49.2,950.6,1153.35,stop_loss_hit,950.6,2026-03-19,5,-7.86,True,True,False,False,False,False,False,False,False,False,False,False,True,True
SIEMENS.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3324.7,57.0,3099.92,3661.87,stop_loss_hit,3099.92,2026-03-19,5,-6.76,True,True,False,False,False,False,False,False,False,False,False,True,True,True
SOLARINDS.NS,2026-03-12,5,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Weekly trend aligned (above Weekly EMA20); Outperforming index,14525.0,60.7,13514.65,16040.53,stop_loss_hit,13514.65,2026-03-19,5,-6.96,True,True,False,False,False,False,True,False,False,False,False,False,True,True
SUNPHARMA.NS,2026-03-12,6,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1825.3,70.4,1761.46,1921.06,stop_loss_hit,1761.46,2026-03-19,5,-3.5,True,False,False,False,True,True,False,False,False,True,False,False,True,True
TATAPOWER.NS,2026-03-12,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,402.15,67.8,375.4,442.27,stop_loss_hit,375.4,2026-03-23,7,-6.65,True,False,True,True,True,False,False,False,True,True,False,False,True,True
TATASTEEL.NS,2026-03-12,4,ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,189.56,43.0,177.06,208.31,timeout,194.12657165527344,2026-04-07,15,2.41,False,False,False,False,False,True,False,False,False,False,False,True,True,True
TECHM.NS,2026-03-12,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),1349.8,28.0,1239.82,1514.77,timeout,1473.4000244140625,2026-04-07,15,9.16,False,False,True,False,False,True,False,False,False,False,False,True,False,False
TITAN.NS,2026-03-12,3,Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,4129.6,44.1,3935.41,4420.89,stop_loss_hit,3935.41,2026-03-23,7,-4.7,False,False,False,False,False,False,False,False,False,False,True,False,True,True
TORNTPHARM.NS,2026-03-12,7,Uptrend (above rising SMA50); MACD bullish crossover; Near 20-day high; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4437.18,70.0,4200.23,4792.61,stop_loss_hit,4200.23,2026-03-19,5,-5.34,True,False,True,False,True,False,False,False,False,True,False,True,True,True
UNIONBANK.NS,2026-03-12,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,182.1,45.9,168.46,202.56,stop_loss_hit,168.46,2026-03-23,7,-7.49,True,True,False,False,False,True,False,False,False,False,False,True,True,True
UNITDSPR.NS,2026-03-12,3,RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,1363.5,47.5,1288.65,1475.77,stop_loss_hit,1288.65,2026-03-19,5,-5.49,False,True,False,False,False,False,False,False,False,False,False,True,False,True
VEDL.NS,2026-03-12,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,707.78,57.0,658.15,782.22,stop_loss_hit,658.15,2026-03-19,5,-7.01,True,True,False,False,False,False,False,False,False,False,False,False,True,True
ABB.NS,2026-03-13,8,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,6366.46,68.0,5875.15,7103.43,timeout,6538.25927734375,2026-04-08,15,2.7,True,False,True,True,True,True,False,False,False,True,False,False,True,True
ADANIENSOL.NS,2026-03-13,5,RSI in healthy zone; Volume spike (>1.5x avg); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20); Outperforming index,992.3,50.0,918.05,1103.67,stop_loss_hit,918.05,2026-04-02,12,-7.48,False,True,False,True,False,False,False,False,False,False,True,False,True,True
ADANIPOWER.NS,2026-03-13,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,146.57,56.9,133.13,166.73,target_hit,166.73,2026-04-08,15,13.75,False,True,True,True,False,False,False,False,False,False,False,False,True,True
APOLLOHOSP.NS,2026-03-13,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,7550.0,49.0,7256.59,7990.11,stop_loss_hit,7256.59,2026-03-19,4,-3.89,True,True,False,False,False,False,False,False,False,False,False,False,True,True
BEL.NS,2026-03-13,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,439.4,47.8,412.95,479.07,stop_loss_hit,412.95,2026-03-23,6,-6.02,True,True,False,False,False,False,False,False,False,False,False,True,True,True
CGPOWER.NS,2026-03-13,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,709.9,53.9,659.25,785.88,stop_loss_hit,659.25,2026-03-23,6,-7.13,True,True,False,True,False,False,False,False,False,False,False,False,True,True
COALINDIA.NS,2026-03-13,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,467.0,67.9,441.35,505.47,stop_loss_hit,441.35,2026-03-24,7,-5.49,True,False,False,True,True,True,False,False,False,True,False,False,True,True
CUMMINSIND.NS,2026-03-13,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,4649.7,51.4,4322.83,5140.01,timeout,4796.2998046875,2026-04-08,15,3.15,True,True,False,True,False,True,False,False,False,False,False,False,True,True
DMART.NS,2026-03-13,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Outperforming index,3834.3,46.8,3627.38,4144.68,target_hit,4144.68,2026-04-01,11,8.09,True,True,False,True,False,False,False,False,False,False,False,False,False,True
DRREDDY.NS,2026-03-13,4,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20); Outperforming index,1292.3,51.7,1228.69,1387.72,stop_loss_hit,1228.69,2026-04-01,11,-4.92,True,True,False,False,False,False,False,False,False,False,False,False,True,True
ENRIN.NS,2026-03-13,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,2796.9,49.2,2581.6,3119.85,stop_loss_hit,2581.6,2026-03-30,10,-7.7,True,True,False,False,False,False,False,False,False,False,False,True,False,True
HAL.NS,2026-03-13,3,ADX greater than 25; Volume contracting (low selling pressure); Outperforming index,3914.4,40.4,3671.5,4278.75,stop_loss_hit,3671.5,2026-03-23,6,-6.21,False,False,False,False,False,True,False,False,False,False,False,True,False,True
HINDALCO.NS,2026-03-13,3,Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,910.05,43.8,843.26,1010.23,stop_loss_hit,843.26,2026-03-23,6,-7.34,False,False,False,True,False,False,False,False,False,False,False,False,True,True
HINDUNILVR.NS,2026-03-13,3,RSI bounced off oversold; ADX greater than 25; Outperforming index,2160.0,31.1,2057.68,2313.48,stop_loss_hit,2057.68,2026-03-23,6,-4.74,False,True,False,False,False,True,False,False,False,False,False,False,False,True
JINDALSTEL.NS,2026-03-13,4,Uptrend (above rising SMA50); ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1143.3,43.8,1064.3,1261.8,timeout,1213.0999755859375,2026-04-08,15,6.11,True,False,False,False,False,True,False,False,False,False,False,False,True,True
LTM.NS,2026-03-13,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),4150.87,20.0,3761.55,4734.86,timeout,4463.18701171875,2026-04-08,15,7.52,False,False,True,False,False,True,False,False,False,False,False,True,False,False
NTPC.NS,2026-03-13,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,384.45,60.0,365.33,413.13,stop_loss_hit,365.33,2026-04-01,11,-4.97,True,True,False,True,False,False,False,False,False,False,False,False,True,True
ONGC.NS,2026-03-13,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,264.1,45.3,247.44,289.09,target_hit,289.09,2026-04-01,11,9.46,True,True,False,False,False,True,False,False,False,False,False,True,True,True
PFC.NS,2026-03-13,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,402.41,50.9,373.05,446.44,stop_loss_hit,373.05,2026-03-30,10,-7.3,True,True,False,True,False,False,False,False,False,False,False,False,True,True
POWERGRID.NS,2026-03-13,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20); Outperforming index,300.95,58.6,285.74,323.77,stop_loss_hit,285.74,2026-04-02,12,-5.05,True,True,False,True,False,False,False,False,False,False,False,False,True,True
SBIN.NS,2026-03-13,4,ADX greater than 25; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1028.46,30.7,970.69,1115.12,stop_loss_hit,970.69,2026-03-30,10,-5.62,False,False,False,False,False,True,False,False,False,False,True,True,True,False
SIEMENS.NS,2026-03-13,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3207.6,48.9,2975.16,3556.26,stop_loss_hit,2975.16,2026-03-23,6,-7.25,True,True,False,False,False,False,False,False,False,False,False,True,True,True
SOLARINDS.NS,2026-03-13,6,Uptrend (above rising SMA50); RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,14251.0,55.6,13258.67,15739.49,stop_loss_hit,13258.67,2026-03-19,4,-6.96,True,True,False,False,False,False,True,False,False,False,False,True,True,True
SUNPHARMA.NS,2026-03-13,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1801.6,62.3,1737.13,1898.3,stop_loss_hit,1737.13,2026-04-01,11,-3.58,True,True,False,False,False,True,False,False,False,False,False,False,True,True
